Polygon_Name,Concatenate,rsrp-pop ,Sum of rsrp-pop,RSRP-AVG,Review (Detail Reason)
1042_PASAR PAGI,1042_PASAR PAGI|4413413E_CO|420479|4,14,37%,-79.42857143,NOT GO -> Good Coverage from Surrounding
1042_PASAR PAGI,1042_PASAR PAGI|4413413E_CO|420479|7,27,58%,-84.88888889,NOT GO -> Good Coverage from Surrounding
1043_PASAR PECAH KULIT,1043_PASAR PECAH KULIT|441PL005E_CO|421090|24,704,7%,-89.21732955,"NOT GO -> Small Building, covered by Surrounding"
1043_PASAR PECAH KULIT,1043_PASAR PECAH KULIT|4424890E-LTE-NANAS-JAYAKARTA|420185|4,7,9%,-91,"NOT GO -> Small Building, covered by Surrounding"
596_Htljwmarriotkuningan,596_Htljwmarriotkuningan|441PC464E-LTE-BELLGMNSN|430407|14,9,54%,-95.88888889,NOT GO -> Have Pico
1043_PASAR PECAH KULIT,1043_PASAR PECAH KULIT|4425593E_CO|420245|6,41,36%,-89.80487805,"NOT GO -> Small Building, covered by Surrounding"
1043_PASAR PECAH KULIT,1043_PASAR PECAH KULIT|4425593E_CO|420245|9,9,31%,-92.77777778,"NOT GO -> Small Building, covered by Surrounding"
1044_PASAR PEJAGALAN,1044_PASAR PEJAGALAN|4424080E_CO|420646|4,11,42%,-82.09090909,"NOT GO -> Small Building, covered by Surrounding"
1044_PASAR PEJAGALAN,1044_PASAR PEJAGALAN|4424080E_CO|420646|5,4,6%,-88.75,"NOT GO -> Small Building, covered by Surrounding"
1044_PASAR PEJAGALAN,1044_PASAR PEJAGALAN|4424080E_CO|420646|7,16,31%,-88.6875,"NOT GO -> Small Building, covered by Surrounding"
1044_PASAR PEJAGALAN,1044_PASAR PEJAGALAN|4424080E_CO|420646|8,10,13%,-84.2,"NOT GO -> Small Building, covered by Surrounding"
1045_PASAR PETAK IX,1045_PASAR PETAK IX|441A399E_CO|420475|14,6,28%,-92,"NOT GO -> Small Building, covered by Surrounding"
1182_Hermina Mekarsari,1182_Hermina Mekarsari|4410720E|450495|5,6,54%,-95.16666667,"NOT GO -> Small Building, covered by Surrounding"
1301_Springlake Residence,1301_Springlake Residence|4412959E_CO|411196|15,37,54%,-98.08108108,OK -> GO
814_Rsiaherminatangerang,814_Rsiaherminatangerang|4475436E_CO|470012|8,6,53%,-102.5,"NOT GO -> Small Building, covered by Surrounding"
1046_PASAR POS PENGUMBEN,1046_PASAR POS PENGUMBEN|4431400E|430259|1,2,13%,-94.5,"NOT GO -> Small Building, covered by Surrounding"
218_Plazacipulir,218_Plazacipulir|441PL265E_CO|430905|34,19,53%,-95.42105263,NOT GO -> Have Pico
903_Bellanovastl,903_Bellanovastl|SH3453292G_CO|450013|9,4,53%,-101.5,NOT GO -> Have Pico
1046_PASAR POS PENGUMBEN,1046_PASAR POS PENGUMBEN|MC4432273E_CO|430084|3,2,12%,-92.5,"NOT GO -> Small Building, covered by Surrounding"
1046_PASAR POS PENGUMBEN,1046_PASAR POS PENGUMBEN|MC4432273E_CO|430084|5,3,31%,-92.33333333,"NOT GO -> Small Building, covered by Surrounding"
1046_PASAR POS PENGUMBEN,1046_PASAR POS PENGUMBEN|MC4432273E_CO|430084|8,1,17%,-90,"NOT GO -> Small Building, covered by Surrounding"
773_Wismabej,773_Wismabej|541PL065N_CO|420998|5,19,52%,-95.10526316,NOT GO -> Have Pico
1312_CHAROEN POKPHAND R&D ANCOL,1312_CHAROEN POKPHAND R&D ANCOL|4424993E_CO|411235|6,3,52%,-118,OK -> GO
671_Wismakodel,671_Wismakodel|4411274E_CO|430032|6,53,52%,-96.33962264,NOT GO -> Covered by Surrounding
1061_PASAR LENTENG AGUNG,1061_PASAR LENTENG AGUNG|4445779E_CO|440145|6,31,52%,-95.5483871,"NOT GO -> Small Building, covered by Surrounding"
1228_Apple Residence Tb Simatupang,1228_Apple Residence Tb Simatupang|SH4443207E_CO|440189|5,1,52%,-97,OK -> GO with Change SOW
1233_Universitas Sultan Ageng Tirtayasa,1233_Universitas Sultan Ageng Tirtayasa|4483828E|480508|5,11,52%,-97,NOT GO -> Covered by Surrounding
1048_PASAR SLIPI,1048_PASAR SLIPI|442PC232E_CO|420859|15,10,16%,-93,"NOT GO -> Small Building, covered by Surrounding"
1048_PASAR SLIPI,1048_PASAR SLIPI|442PC232E_CO|420859|18,9,21%,-88.33333333,"NOT GO -> Small Building, covered by Surrounding"
1048_PASAR SLIPI,1048_PASAR SLIPI|SH4424898E_CO|420847|2,5,6%,-77,"NOT GO -> Small Building, covered by Surrounding"
1207_Pasar Nanggung,1207_Pasar Nanggung|4410419E_CO|460982|3,24,51%,-100.0416667,NOT GO -> Good Coverage from Surrounding
1049_PASAR TIMBUL BARAT,1049_PASAR TIMBUL BARAT|4424733E|421219|4,26,46%,-90.11538462,"NOT GO -> Small Building, covered by Surrounding"
1049_PASAR TIMBUL BARAT,1049_PASAR TIMBUL BARAT|4424733E|421219|7,22,52%,-93.18181818,"NOT GO -> Small Building, covered by Surrounding"
105_Rspantaiindahkapukaca,105_Rspantaiindahkapukaca|441PL201E_C2|421214|18,30,30%,-87.66666667,NOT GO -> Have Pico
105_Rspantaiindahkapukaca,105_Rspantaiindahkapukaca|441PL201E_CO|420951|5,8,5%,-74.375,NOT GO -> Have Pico
105_Rspantaiindahkapukaca,105_Rspantaiindahkapukaca|441PL350E|421265|4,15,12%,-93.06666667,NOT GO -> Have Pico
105_Rspantaiindahkapukaca,105_Rspantaiindahkapukaca|SH4422016E|421022|6,21,36%,-75.61904762,NOT GO -> Have Pico
1050_PASAR TOMANG BARAT,1050_PASAR TOMANG BARAT|4425121E_C2|421164|6,41,43%,-82.82926829,NOT GO -> Have Pico
1050_PASAR TOMANG BARAT,1050_PASAR TOMANG BARAT|4425121E_C2|421164|9,39,33%,-82.35897436,NOT GO -> Have Pico
1050_PASAR TOMANG BARAT,1050_PASAR TOMANG BARAT|4432011E|421414|8,5,6%,-88,NOT GO -> Have Pico
1051_PASAR BATA PUTIH,1051_PASAR BATA PUTIH|441PC346E-LTE-BINUS|430351|13,1,10%,-71,"NOT GO -> Small Building, covered by Surrounding"
1051_PASAR BATA PUTIH,1051_PASAR BATA PUTIH|441PC346E-LTE-BINUS|430351|16,1,44%,-92,"NOT GO -> Small Building, covered by Surrounding"
536_Aptcasablanca,536_Aptcasablanca|4412495E_BB|411181|3,1561,11%,-96.128123,"NOT GO -> Small Building, covered by Surrounding"
1051_PASAR BATA PUTIH,1051_PASAR BATA PUTIH|4435504E_CO|430066|6,11,12%,-83.81818182,"NOT GO -> Small Building, covered by Surrounding"
1052_PASAR BLOK A,1052_PASAR BLOK A|4431433E_CO|430465|3,11,8%,-89.27272727,NOT GO -> Covered by Solution at Surrounding
1052_PASAR BLOK A,1052_PASAR BLOK A|4431570E_CO|430472|5,35,44%,-77.77142857,NOT GO -> Covered by Solution at Surrounding
1052_PASAR BLOK A,1052_PASAR BLOK A|4431570E_CO|430472|8,8,23%,-90.75,NOT GO -> Covered by Solution at Surrounding
1052_PASAR BLOK A,1052_PASAR BLOK A|4435131E_CO|430142|17,7,7%,-87.14285714,NOT GO -> Covered by Solution at Surrounding
1052_PASAR BLOK A,1052_PASAR BLOK A|443MC5053E|430634|4,1,12%,-90,NOT GO -> Covered by Solution at Surrounding
1053_PASAR BUKIT DURI,1053_PASAR BUKIT DURI|SH4431777E_CO|430450|4,45,62%,-79.97777778,"NOT GO -> Small Building, covered by Surrounding"
1053_PASAR BUKIT DURI,1053_PASAR BUKIT DURI|SH4431777E_CO|430450|7,28,37%,-80.96428571,"NOT GO -> Small Building, covered by Surrounding"
1054_PASAR CIDODOL,1054_PASAR CIDODOL|4431760E_BB|431057|6,4,19%,-81.25,NOT GO -> Good Coverage from Surrounding
1054_PASAR CIDODOL,1054_PASAR CIDODOL|4431760E_BB|431057|9,39,38%,-84.43589744,NOT GO -> Good Coverage from Surrounding
1054_PASAR CIDODOL,1054_PASAR CIDODOL|4431760E|430935|4,4,5%,-77,NOT GO -> Good Coverage from Surrounding
1054_PASAR CIDODOL,1054_PASAR CIDODOL|4431760E|430935|5,7,27%,-81.14285714,NOT GO -> Good Coverage from Surrounding
32_BINUS UNIVERSITY ALAM SUTERA,32_BINUS UNIVERSITY ALAM SUTERA|4472468E_CO|470306|4,6,51%,-101.6666667,NOT GO -> Covered by Solution at Surrounding
1234_Gedung PBNU,1234_Gedung PBNU|441PX311E_B2|411203|13,3,51%,-101.3333333,"NOT GO -> Small Building, covered by Surrounding"
523_Htlsantikatb,523_Htlsantikatb|4425721E_C2|421042|6,2,51%,-95.5,OK -> GO with Change SOW
1055_PASAR CIPETE,1055_PASAR CIPETE|4413459E_CO|430152|6,11,20%,-90.54545455,"NOT GO -> Small Building, covered by Surrounding"
1090_PASAR PANTAI INDAH KAPUK,1090_PASAR PANTAI INDAH KAPUK|MC4412295E_CO|420591|6,34,51%,-104.3235294,"NOT GO -> Small Building, covered by Surrounding"
1055_PASAR CIPETE,1055_PASAR CIPETE|4413459E_CO|430152|9,4,17%,-88.25,"NOT GO -> Small Building, covered by Surrounding"
1089_PASAR PADEMANGAN TIMUR,1089_PASAR PADEMANGAN TIMUR|4425692E_C2|421234|6,27,50%,-103.1851852,"NOT GO -> Small Building, covered by Surrounding"
1056_PASAR CIPETE SELATAN,1056_PASAR CIPETE SELATAN|4432243E_CO|430196|5,6,48%,-91.16666667,"NOT GO -> Small Building, covered by Surrounding"
1056_PASAR CIPETE SELATAN,1056_PASAR CIPETE SELATAN|4432243E_CO|430196|8,11,41%,-87.81818182,"NOT GO -> Small Building, covered by Surrounding"
1057_PASAR CIPULIR,1057_PASAR CIPULIR|4410931E_CO|430459|4,8,11%,-78.375,NOT GO -> Good Coverage from Surrounding
1057_PASAR CIPULIR,1057_PASAR CIPULIR|4410931E_CO|430459|7,15,22%,-84.06666667,NOT GO -> Good Coverage from Surrounding
1057_PASAR CIPULIR,1057_PASAR CIPULIR|441PC477E|430658|4,23,22%,-85,NOT GO -> Good Coverage from Surrounding
1057_PASAR CIPULIR,1057_PASAR CIPULIR|441PC477E|430658|7,11,22%,-86.72727273,NOT GO -> Good Coverage from Surrounding
1057_PASAR CIPULIR,1057_PASAR CIPULIR|441PL265E_CO|430905|34,11,19%,-82.36363636,NOT GO -> Good Coverage from Surrounding
1058_PASAR KARET BELAKANG,1058_PASAR KARET BELAKANG|4411274E_CO|430032|2,11,23%,-91.72727273,OK -> GO with Change SOW
1058_PASAR KARET BELAKANG,1058_PASAR KARET BELAKANG|4411274E|430903|25,29,34%,-94.31034483,OK -> GO with Change SOW
1190_Pasar Cigombong,1190_Pasar Cigombong|4465121E_BB|462038|9,1399,22%,-97.6533238,"NOT GO -> Small Building, covered by Surrounding"
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|441PL062E_CO|430943|24,10,9%,-77.5,NOT GO -> Good Coverage from Surrounding
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|4435023E_CO|430018|15,18,46%,-85.05555556,NOT GO -> Good Coverage from Surrounding
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|4435023E_CO|430018|18,10,25%,-86.8,NOT GO -> Good Coverage from Surrounding
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|4435023E_CO|430018|4,65,9%,-75.41538462,NOT GO -> Good Coverage from Surrounding
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|4435023E_CO|430018|7,26,5%,-83.76923077,NOT GO -> Good Coverage from Surrounding
106_Rspluit,106_Rspluit|441PX207E-LTE-RS-PLUIT|420598|4,91,65%,-81.59340659,NOT GO -> Have Pico
106_Rspluit,106_Rspluit|441PX207E-LTE-RS-PLUIT|420598|7,25,17%,-84.2,NOT GO -> Have Pico
1208_Pasar Raya Parung,1208_Pasar Raya Parung|4411472E_CO|460381|5,1,50%,-95,NOT GO -> Good Coverage from Surrounding
824_Griyaniagabintaro,824_Griyaniagabintaro|4472824E|471775|5,1399,8%,-95.35954253,NOT GO -> Have Pico
1060_PASAR KEBAYORAN LAMA,1060_PASAR KEBAYORAN LAMA|MC4431968E_CO|430116|4,2,28%,-86,OK -> GO
848_Plzsumarecon,848_Plzsumarecon|4472306E-LTE-BOLEVARD-GADING|430136|7,1,50%,-97,OK -> GO
1061_PASAR LENTENG AGUNG,1061_PASAR LENTENG AGUNG|4445779E_CO|440145|3,1,16%,-70,"NOT GO -> Small Building, covered by Surrounding"
70_Rusunkemayoranperumnas-MAC,70_Rusunkemayoranperumnas-MAC|441PC912E_CO|410384|17,76,50%,-106.4342105,NOT GO -> Covered by Surrounding
1061_PASAR LENTENG AGUNG,1061_PASAR LENTENG AGUNG|4445779E_CO|440145|9,4,30%,-91,"NOT GO -> Small Building, covered by Surrounding"
1062_PASAR MAMPANG PRAPATAN,1062_PASAR MAMPANG PRAPATAN|4431922E_CO|430998|6,2,9%,-86.5,"NOT GO -> Small Building, covered by Surrounding"
1062_PASAR MAMPANG PRAPATAN,1062_PASAR MAMPANG PRAPATAN|4431922E_CO|430998|9,10,21%,-70.6,"NOT GO -> Small Building, covered by Surrounding"
1062_PASAR MAMPANG PRAPATAN,1062_PASAR MAMPANG PRAPATAN|4435629E_CO|430149|1,8,19%,-84.25,"NOT GO -> Small Building, covered by Surrounding"
1062_PASAR MAMPANG PRAPATAN,1062_PASAR MAMPANG PRAPATAN|4435629E_CO|430149|4,11,12%,-86.72727273,"NOT GO -> Small Building, covered by Surrounding"
1062_PASAR MAMPANG PRAPATAN,1062_PASAR MAMPANG PRAPATAN|4435629E_CO|430149|7,48,12%,-89.29166667,"NOT GO -> Small Building, covered by Surrounding"
1063_PASAR MANGGIS,1063_PASAR MANGGIS|4435006E-LTE_GUNTUR|430057|5,40,49%,-89.075,"NOT GO -> Small Building, covered by Surrounding"
1063_PASAR MANGGIS,1063_PASAR MANGGIS|4435006E-LTE_GUNTUR|430057|8,9,24%,-91.33333333,"NOT GO -> Small Building, covered by Surrounding"
1071_PASAR PONDOK LABU,1071_PASAR PONDOK LABU|4435307E_CO|430208|6,17,50%,-95.52941176,"NOT GO -> Small Building, covered by Surrounding"
1063_PASAR MANGGIS,1063_PASAR MANGGIS|MC4431780E_CO|430359|7,4,17%,-91.75,"NOT GO -> Small Building, covered by Surrounding"
1065_PASAR MEDE,1065_PASAR MEDE|4435186E_CO|430204|6,208,14%,-69.69230769,"NOT GO -> Small Building, covered by Surrounding"
342_Htlcempaka,342_Htlcempaka|MC4412160E-LTE-CEMPAKA-PUTIHBARAT|410578|1,4,49%,-100.25,NOT GO -> Covered by Surrounding
1065_PASAR MEDE,1065_PASAR MEDE|4443326E_CO|430159|5,6,40%,-93.5,"NOT GO -> Small Building, covered by Surrounding"
1065_PASAR MEDE,1065_PASAR MEDE|4443326E_CO|430159|8,2,34%,-72.5,"NOT GO -> Small Building, covered by Surrounding"
1066_PASAR MELAWAI BLOK M SQUARE,1066_PASAR MELAWAI BLOK M SQUARE|MC4431405E_C2|430895|3,2,9%,-83,"NOT GO -> Small Building, covered by Surrounding"
1066_PASAR MELAWAI BLOK M SQUARE,1066_PASAR MELAWAI BLOK M SQUARE|MC4431405E_CO|430150|4,38,52%,-80.44736842,"NOT GO -> Small Building, covered by Surrounding"
1066_PASAR MELAWAI BLOK M SQUARE,1066_PASAR MELAWAI BLOK M SQUARE|MC4431405E_CO|430150|7,28,32%,-85.46428571,"NOT GO -> Small Building, covered by Surrounding"
1067_PASAR MENTENG PULO,1067_PASAR MENTENG PULO|4431773E_CO|430153|14,1,22%,-90,NOT GO -> Covered by Surrounding
1067_PASAR MENTENG PULO,1067_PASAR MENTENG PULO|4431773E_CO|430153|17,6,21%,-87,NOT GO -> Covered by Surrounding
1067_PASAR MENTENG PULO,1067_PASAR MENTENG PULO|4435052E_CO|430197|15,28,27%,-87.89285714,NOT GO -> Covered by Surrounding
1067_PASAR MENTENG PULO,1067_PASAR MENTENG PULO|4435052E_CO|430197|18,31,20%,-91.09677419,NOT GO -> Covered by Surrounding
174_Mallsrengsengjunction-WNI,174_Mallsrengsengjunction-WNI|442V254E_CO|420090|8,7,49%,-102.1428571,OK -> GO
1068_PASAR MINGGU,1068_PASAR MINGGU|4443339E_CO|440056|7,21,17%,-66.66666667,NOT GO -> Good Coverage from Surrounding
1068_PASAR MINGGU,1068_PASAR MINGGU|4443339E_CO|440056|9,15,24%,-92.6,NOT GO -> Good Coverage from Surrounding
346_Rsyarsicmpth,346_Rsyarsicmpth|441A488E_BB|411358|6,28,49%,-98.5,NOT GO -> Have Pico
1068_PASAR MINGGU,1068_PASAR MINGGU|4443475E_CO|440640|5,37,16%,-84.37837838,NOT GO -> Good Coverage from Surrounding
1068_PASAR MINGGU,1068_PASAR MINGGU|4443475E_CO|440640|8,1,5%,-77,NOT GO -> Good Coverage from Surrounding
1226_Puri at Kemang Residence,1226_Puri at Kemang Residence|MC4412406E_CO|430230|6,11,49%,-103.6363636,OK -> GO
1069_PASAR PESANGGRAHAN,1069_PASAR PESANGGRAHAN|4431993E_CO|430056|5,7,22%,-92.85714286,"NOT GO -> Small Building, covered by Surrounding"
1069_PASAR PESANGGRAHAN,1069_PASAR PESANGGRAHAN|4431993E_CO|430056|8,2,6%,-94,"NOT GO -> Small Building, covered by Surrounding"
127_Aptspringhillterrace-API,127_Aptspringhillterrace-API|4412302E|411240|5,7,49%,-96.71428571,OK -> GO
1271_Imperial Klub Golf,1271_Imperial Klub Golf|441PL153E|472224|25,3,49%,-101.6666667,"NOT GO -> Not Potential Area, Maximize to Surrounding"
204_Aptgolfbktpi,204_Aptgolfbktpi|4431576E_CO|430997|6,1,49%,-98,NOT GO -> Have Pico
107_Sniperasgtower-MAC,107_Sniperasgtower-MAC|441PL993E|421241|14,13,8%,-91,NOT GO -> Have Pico
107_Sniperasgtower-MAC,107_Sniperasgtower-MAC|441PL993E|421241|4,78,37%,-85.55128205,NOT GO -> Have Pico
107_Sniperasgtower-MAC,107_Sniperasgtower-MAC|441PL993E|421241|5,50,30%,-84.6,NOT GO -> Have Pico
107_Sniperasgtower-MAC,107_Sniperasgtower-MAC|541PL064N_CO|420980|16,25,5%,-84.84,NOT GO -> Have Pico
107_Sniperasgtower-MAC,107_Sniperasgtower-MAC|541PL064N_CO|420980|19,41,7%,-94.65853659,NOT GO -> Have Pico
1070_PASAR PONDOK INDAH,1070_PASAR PONDOK INDAH|MC4412240E_CO|430119|1,232,15%,-90.84482759,"NOT GO -> Small Building, covered by Surrounding"
1070_PASAR PONDOK INDAH,1070_PASAR PONDOK INDAH|MC4412240E_CO|430119|14,1,13%,-83,"NOT GO -> Small Building, covered by Surrounding"
1070_PASAR PONDOK INDAH,1070_PASAR PONDOK INDAH|MC4412240E_CO|430119|4,1,28%,-87,"NOT GO -> Small Building, covered by Surrounding"
1070_PASAR PONDOK INDAH,1070_PASAR PONDOK INDAH|MC4412240E_CO|430119|7,421,33%,-89.49643705,"NOT GO -> Small Building, covered by Surrounding"
1027_PASAR CENGKARENG,1027_PASAR CENGKARENG|4423438E|420150|18,52,49%,-96,OK -> GO
908_Rsudcileungsi,908_Rsudcileungsi|4453950E_CO|451933|9,1,48%,-102,OK -> GO
1150_PASAR ENJO,1150_PASAR ENJO|4413504E_CO|410428|18,13,48%,-104.0769231,OK -> GO with Change SOW
1071_PASAR PONDOK LABU,1071_PASAR PONDOK LABU|4435307E_CO|430208|9,9,29%,-93.55555556,"NOT GO -> Small Building, covered by Surrounding"
1154_PASAR KAMPUNG AMBON,1154_PASAR KAMPUNG AMBON|4415043E-LTE-Pulomas|410082|5,10,48%,-96.2,OK -> GO with Change SOW
49_BEA CUKAI,49_BEA CUKAI|4412169E_BB|410899|9,26,48%,-98.03846154,NOT GO -> Covered by Surrounding
1073_PASAR RUMPUT,1073_PASAR RUMPUT|4435722E_CO|431078|3,825,19%,-71.57090909,NOT GO -> Covered by Surrounding
1073_PASAR RUMPUT,1073_PASAR RUMPUT|4435722E_CO|431078|6,6,34%,-75.16666667,NOT GO -> Covered by Surrounding
1073_PASAR RUMPUT,1073_PASAR RUMPUT|4435722E_CO|431078|9,4,32%,-77.75,NOT GO -> Covered by Surrounding
694_Wismamulia,694_Wismamulia|441PL420E_CO|430938|23,1383,16%,-97.1417209,NOT GO -> Have Pico
341_Grahaiska,341_Grahaiska|MC4412161E_CO|410371|7,5,46%,-101.2,NOT GO -> Covered by Surrounding
1074_PASAR TEBET BARAT,1074_PASAR TEBET BARAT|4431696E_CO|430995|5,3,25%,-89.33333333,"NOT GO -> Small Building, covered by Surrounding"
1186_Pasar Ciampea,1186_Pasar Ciampea|4414931E_BB|461814|16,42,46%,-97.02380952,NOT GO -> Good Coverage from Surrounding
1074_PASAR TEBET BARAT,1074_PASAR TEBET BARAT|4435164E_CO|430062|17,7,6%,-91.71428571,"NOT GO -> Small Building, covered by Surrounding"
1075_PASAR TEBET TIMUR,1075_PASAR TEBET TIMUR|4435536E_CO|430092|4,36,46%,-77.25,"NOT GO -> Small Building, covered by Surrounding"
1075_PASAR TEBET TIMUR,1075_PASAR TEBET TIMUR|4435536E_CO|430092|7,14,39%,-74,"NOT GO -> Small Building, covered by Surrounding"
1076_PASAR WARUNG BUNCIT,1076_PASAR WARUNG BUNCIT|4432010E_CO|431123|4,5,34%,-78,OK -> GO with Change SOW
1076_PASAR WARUNG BUNCIT,1076_PASAR WARUNG BUNCIT|4432010E_CO|431123|5,5,19%,-84,OK -> GO with Change SOW
1076_PASAR WARUNG BUNCIT,1076_PASAR WARUNG BUNCIT|4432010E_CO|431123|7,1,29%,-77,OK -> GO with Change SOW
1076_PASAR WARUNG BUNCIT,1076_PASAR WARUNG BUNCIT|4432010E_CO|431123|8,1,7%,-83,OK -> GO with Change SOW
1077_PASAR CILINCING,1077_PASAR CILINCING|4412486E|410720|4,12,16%,-76.25,NOT GO -> Good Coverage from Surrounding
1077_PASAR CILINCING,1077_PASAR CILINCING|4412486E|410720|7,7,9%,-84.28571429,NOT GO -> Good Coverage from Surrounding
1077_PASAR CILINCING,1077_PASAR CILINCING|MC4412579E_CO|410280|5,42,50%,-73.16666667,NOT GO -> Good Coverage from Surrounding
1077_PASAR CILINCING,1077_PASAR CILINCING|MC4412579E_CO|410280|8,6,20%,-81.16666667,NOT GO -> Good Coverage from Surrounding
1218_Pasar Serpong,1218_Pasar Serpong|4471857E_CO|472046|5,1316,8%,-105.9650456,NOT GO -> Good Coverage from Surrounding
1088_PASAR PADEMANGAN BARAT,1088_PASAR PADEMANGAN BARAT|4410989E_CO|420114|4,23,46%,-96.17391304,OK -> GO with Change SOW
768_Thecapital,768_Thecapital|441PC888E-LTE-CAPITAL-RESIDENCES|430317|4,22,46%,-103.5,NOT GO -> Have Pico
1232_Rektorat Universitas Negeri Jakarta,1232_Rektorat Universitas Negeri Jakarta|4412637E_CO|410084|2,9,46%,-103.1111111,OK -> GO
1079_PASAR KALIBARU,1079_PASAR KALIBARU|4412766E_CO|410680|4,8,11%,-87,"NOT GO -> Small Building, covered by Surrounding"
1079_PASAR KALIBARU,1079_PASAR KALIBARU|4412766E_CO|410680|7,3,7%,-92.66666667,"NOT GO -> Small Building, covered by Surrounding"
988_Uidpkrektorat-PTP,988_Uidpkrektorat-PTP|4443325E_CO|440618|5,5,45%,-97.4,NOT GO -> Covered by Surrounding
1079_PASAR KALIBARU,1079_PASAR KALIBARU|4418036E_CO|411314|5,72,19%,-90.34722222,"NOT GO -> Small Building, covered by Surrounding"
1079_PASAR KALIBARU,1079_PASAR KALIBARU|4418036E_CO|411314|6,36,25%,-85.75,"NOT GO -> Small Building, covered by Surrounding"
1079_PASAR KALIBARU,1079_PASAR KALIBARU|4418036E_CO|411314|8,45,15%,-89.91111111,"NOT GO -> Small Building, covered by Surrounding"
1079_PASAR KALIBARU,1079_PASAR KALIBARU|4418036E_CO|411314|9,10,5%,-93.3,"NOT GO -> Small Building, covered by Surrounding"
108_Yayasanbudhatsuchi,108_Yayasanbudhatsuchi|441PX250E|420819|5,3,11%,-77,NOT GO -> Have Pico
108_Yayasanbudhatsuchi,108_Yayasanbudhatsuchi|441PX250E|420819|6,2,63%,-88.5,NOT GO -> Have Pico
108_Yayasanbudhatsuchi,108_Yayasanbudhatsuchi|541PL064N_CO|420980|16,13,6%,-86.23076923,NOT GO -> Have Pico
108_Yayasanbudhatsuchi,108_Yayasanbudhatsuchi|541PL064N_CO|420980|19,6,9%,-94.66666667,NOT GO -> Have Pico
889_Itcbsd,889_Itcbsd|4472173E_BB|471798|6,2,45%,-98.5,NOT GO -> Have Pico
1080_PASAR KEBON BAWANG,1080_PASAR KEBON BAWANG|MC4410032E_CO|410506|2,2,28%,-84.5,"NOT GO -> Small Building, covered by Surrounding"
1090_PASAR PANTAI INDAH KAPUK,1090_PASAR PANTAI INDAH KAPUK|MC4412295E_CO|420591|9,18,45%,-104.4444444,"NOT GO -> Small Building, covered by Surrounding"
1164_PASAR RAWAMANGUN,1164_PASAR RAWAMANGUN|BH4412932E-LTE-PEGAMBIRAN-MELATI-RAWAMANGUN|410421|5,10,45%,-95.5,OK -> GO with Change SOW
483_Aptmediteraniagjhmd,483_Aptmediteraniagjhmd|SH4424957E_CO|420949|1,1244,9%,-102.2901929,OK -> GO with Change SOW
914_Htlaxiacikarang,914_Htlaxiacikarang|4453310E-LTE-LIPPO-CIKARANGBOULEVARD|450277|4,10,44%,-96.8,NOT GO -> Good Coverage from Surrounding
1082_PASAR KOJA BARU,1082_PASAR KOJA BARU|441A069E-LTE-BHAYANGKARA-TUGU|410260|5,335,66%,-90.86865672,NOT GO -> Covered by Surrounding
1082_PASAR KOJA BARU,1082_PASAR KOJA BARU|441A069E-LTE-BHAYANGKARA-TUGU|410260|8,119,26%,-93.95798319,NOT GO -> Covered by Surrounding
1083_PASAR KRAMATJAYA,1083_PASAR KRAMATJAYA|4415648E_CO|410241|1,187,10%,-72.75935829,"NOT GO -> Small Building, covered by Surrounding"
1083_PASAR KRAMATJAYA,1083_PASAR KRAMATJAYA|4415648E_CO|410241|14,16,16%,-86.8125,"NOT GO -> Small Building, covered by Surrounding"
1083_PASAR KRAMATJAYA,1083_PASAR KRAMATJAYA|4415648E_CO|410241|17,128,8%,-81.8125,"NOT GO -> Small Building, covered by Surrounding"
1083_PASAR KRAMATJAYA,1083_PASAR KRAMATJAYA|4415648E_CO|410241|4,7,33%,-79.28571429,"NOT GO -> Small Building, covered by Surrounding"
972_Plazadepok,972_Plazadepok|4464875E-LTE-ITC-Depok|460081|4,1133,43%,-98.29390997,OK -> GO
803_Grandadapcity-TBG,803_Grandadapcity-TBG|4471049E_CO|470036|7,19,44%,-106.7894737,NOT GO -> Have Pico
1084_PASAR LONTAR,1084_PASAR LONTAR|4412786E|411075|9,19,42%,-90.36842105,"NOT GO -> Small Building, covered by Surrounding"
897_PTHALLIBURTONINDONESIA,897_PTHALLIBURTONINDONESIA|4471797E|470109|6,5,44%,-103.6,"NOT GO -> Factory, covered by Surrounding"
1084_PASAR LONTAR,1084_PASAR LONTAR|4415261E_CO|410596|4,5,10%,-94,"NOT GO -> Small Building, covered by Surrounding"
983_Htlbumiwyata,983_Htlbumiwyata|4465554E_CO|460101|4,4,44%,-103.25,"NOT GO -> Small Building, covered by Surrounding"
1085_PASAR MANDIRI KELAPA GADING,1085_PASAR MANDIRI KELAPA GADING|441PL205E_CO|411325|21,5,12%,-83.8,"NOT GO -> Small Building, covered by Surrounding"
