Polygon_Name,Concatenate,rsrp-pop ,Sum of rsrp-pop,RSRP-AVG,Review (Detail Reason)
117_Ptbimoli,117_Ptbimoli|4415044E_CO|410205|15,7,24%,-104.8571429,OK -> GO
1215_Pasar Baru Bekasi,1215_Pasar Baru Bekasi|4411379E_CO|450700|2,4,8%,-94.25,NOT GO -> Have Pico
1215_Pasar Baru Bekasi,1215_Pasar Baru Bekasi|4411379E_CO|450700|4,38,52%,-90.81578947,NOT GO -> Have Pico
279_Crfrdtmerlin,279_Crfrdtmerlin|4415792E_CO|410256|7,4,24%,-107.75,OK -> GO
1216_Pasar Kelapa Dua,1216_Pasar Kelapa Dua|441PL116E_BB|472233|29,1,8%,-93,NOT GO -> Good Coverage from Surrounding
1216_Pasar Kelapa Dua,1216_Pasar Kelapa Dua|4471106E_CO|470800|4,10,26%,-86.9,NOT GO -> Good Coverage from Surrounding
1216_Pasar Kelapa Dua,1216_Pasar Kelapa Dua|4471106E_CO|470800|5,2072,51%,-76.15588803,NOT GO -> Good Coverage from Surrounding
1255_TransMART Bogor Tajur,1255_TransMART Bogor Tajur|4464866E_CO|460171|9,6,23%,-100.1666667,OK -> GO
1217_Pertokoan Kranji,1217_Pertokoan Kranji|4410959E_CO|410159|2,4,20%,-87.75,"NOT GO -> Small Building, covered by Surrounding"
1217_Pertokoan Kranji,1217_Pertokoan Kranji|4410959E_CO|410159|5,2,8%,-79,"NOT GO -> Small Building, covered by Surrounding"
1217_Pertokoan Kranji,1217_Pertokoan Kranji|4410959E_CO|410159|8,8,7%,-81.25,"NOT GO -> Small Building, covered by Surrounding"
1217_Pertokoan Kranji,1217_Pertokoan Kranji|4412449E|410852|6,17,18%,-92.47058824,"NOT GO -> Small Building, covered by Surrounding"
1217_Pertokoan Kranji,1217_Pertokoan Kranji|4412449E|410852|9,33,19%,-92.39393939,"NOT GO -> Small Building, covered by Surrounding"
983_Htlbumiwyata,983_Htlbumiwyata|4464814E_CO|460320|5,3,23%,-101.3333333,"NOT GO -> Small Building, covered by Surrounding"
1068_PASAR MINGGU,1068_PASAR MINGGU|4443339E_CO|440056|6,21,23%,-97,NOT GO -> Good Coverage from Surrounding
1218_Pasar Serpong,1218_Pasar Serpong|4471927E_BB|471378|9,12,14%,-91,NOT GO -> Good Coverage from Surrounding
808_Mallalamsutra,808_Mallalamsutra|4413559E_CO|470970|5,553,81%,-98.44846293,NOT GO -> Have Pico
1218_Pasar Serpong,1218_Pasar Serpong|4471927E-LTE-RAYA-SERPONG-CIBOGO|470562|4,2,11%,-84,NOT GO -> Good Coverage from Surrounding
1218_Pasar Serpong,1218_Pasar Serpong|4471927E-LTE-RAYA-SERPONG-CIBOGO|470562|5,1,6%,-83,NOT GO -> Good Coverage from Surrounding
788_Rusunamikalibata1,788_Rusunamikalibata1|441PCH516E_CO|430172|5,47,23%,-99.10638298,NOT GO -> Have Pico
1188_Pasar Cibinong,1188_Pasar Cibinong|4462789E|461787|6,50,23%,-103.9,"NOT GO -> Small Building, covered by Surrounding"
1060_PASAR KEBAYORAN LAMA,1060_PASAR KEBAYORAN LAMA|MC4431968E_CO|430116|2,2,23%,-99,OK -> GO
1219_Pasar Pasarkemis,1219_Pasar Pasarkemis|4413151E_C2|471716|16,1,36%,-92,NOT GO -> Good Coverage from Surrounding
1218_Pasar Serpong,1218_Pasar Serpong|4475284E_C2|471464|19,553,5%,-101.7703436,NOT GO -> Good Coverage from Surrounding
817_Mallserang,817_Mallserang|448PC795E-LTE-RAMAYANA-SERANG|480181|7,2,23%,-97.5,NOT GO -> Have Pico
122_Wismasmr,122_Wismasmr|441PX027E_CO|411098|26,12,8%,-89.5,NOT GO -> Have Pico
122_Wismasmr,122_Wismasmr|441PX027E_CO|411098|4,17,10%,-81,NOT GO -> Have Pico
122_Wismasmr,122_Wismasmr|SH4414500E|410896|2,3,11%,-91,NOT GO -> Have Pico
122_Wismasmr,122_Wismasmr|SH4414500E|410896|5,16,32%,-79.875,NOT GO -> Have Pico
122_Wismasmr,122_Wismasmr|SH4414500E|410896|8,5,16%,-88.8,NOT GO -> Have Pico
59_Bmkgkass,59_Bmkgkass|4412169E|410351|8,3,23%,-95,NOT GO -> Have Pico
11_UPH KEDOKTERAN KARAWACI,11_UPH KEDOKTERAN KARAWACI|4475838E-LTE-FLAMBOYAN-BENCONGAN|470262|5,1,23%,-97,NOT GO -> Covered by Solution at Surrounding
1220_LapSchool Cirendeu,1220_LapSchool Cirendeu|4475924E_CO|470265|6,266,7%,-94.52255639,NOT GO -> Good Coverage from Surrounding
1220_LapSchool Cirendeu,1220_LapSchool Cirendeu|MC441A251E_CO|470271|4,3,9%,-86,NOT GO -> Good Coverage from Surrounding
1220_LapSchool Cirendeu,1220_LapSchool Cirendeu|MC441A251E_CO|470271|7,1,11%,-93,NOT GO -> Good Coverage from Surrounding
1220_LapSchool Cirendeu,1220_LapSchool Cirendeu|MC4472905E_CO|472049|6,3,27%,-88.33333333,NOT GO -> Good Coverage from Surrounding
943_Bekasitradecenter2,943_Bekasitradecenter2|441PL199E_CO|451428|4,60,23%,-100,NOT GO -> Have Pico
488_K7Entcentre,488_K7Entcentre|4424372E-LTE-TONGKOL-ANCOL|420751|2,8,22%,-112.625,OK -> GO
1221_Universitas Pamulang (Kampus 2),1221_Universitas Pamulang (Kampus 2)|4462125E_CO|461115|4,9,44%,-92,OK -> GO
603_Kedubesaustraliapatra,603_Kedubesaustraliapatra|SH4431856EB_CO|430850|9,2,22%,-111,NOT GO -> Hard Sitaq
141_Wtcmgdua,141_Wtcmgdua|MC4424754E-LTE-BUDHI-MULYA-UTARA|420309|7,12,22%,-107.1666667,NOT GO -> Have Pico
1231_RS Berkah Pandeglang,1231_RS Berkah Pandeglang|4483079E_CO|481278|17,509,29%,-102.3123772,"NOT GO -> Small Building, covered by Surrounding"
1222_Gran Rubina,1222_Gran Rubina|441PL486E_CO|430977|35,41,5%,-79.7804878,NOT GO -> Good Coverage from Surrounding
1222_Gran Rubina,1222_Gran Rubina|441PL754E_CO|430980|24,11,24%,-72,NOT GO -> Good Coverage from Surrounding
1222_Gran Rubina,1222_Gran Rubina|441PL754E_CO|430980|27,39,13%,-84.51282051,NOT GO -> Good Coverage from Surrounding
1222_Gran Rubina,1222_Gran Rubina|4431977E|431108|1,2,5%,-77.5,NOT GO -> Good Coverage from Surrounding
1222_Gran Rubina,1222_Gran Rubina|4431977E|431108|4,87,28%,-85.20689655,NOT GO -> Good Coverage from Surrounding
1222_Gran Rubina,1222_Gran Rubina|4431977E|431108|7,34,14%,-88.91176471,NOT GO -> Good Coverage from Surrounding
380_Plzindooffice,380_Plzindooffice|442PC009E_CO|420076|16,75,22%,-96.25333333,NOT GO -> Have Pico
1223_Signature Park Grande Apartement Cawang,1223_Signature Park Grande Apartement Cawang|441PX415E|430520|16,53,50%,-89.8490566,OK -> GO
633_Patrajasa,633_Patrajasa|441PL079E_CO|430915|36,1,22%,-102,NOT GO -> Have Pico
1224_Apartement Thamrin District Bekasi,1224_Apartement Thamrin District Bekasi|4412987E_CO|410536|6,13,11%,-89.76923077,NOT GO -> Good Coverage from Surrounding
1224_Apartement Thamrin District Bekasi,1224_Apartement Thamrin District Bekasi|4412987E_CO|410536|9,23,28%,-84.26086957,NOT GO -> Good Coverage from Surrounding
70_Rusunkemayoranperumnas-MAC,70_Rusunkemayoranperumnas-MAC|441PC912E_CO|410384|14,37,22%,-103.4054054,NOT GO -> Covered by Surrounding
1224_Apartement Thamrin District Bekasi,1224_Apartement Thamrin District Bekasi|441PX220E_C2|411161|34,85,36%,-81.03529412,NOT GO -> Good Coverage from Surrounding
233_Rsomnimdcn,233_Rsomnimdcn|4415043E-LTE-Pulomas|410082|7,25,22%,-96.96,NOT GO -> Good Coverage from Surrounding
1225_Permata Hijau Suite,1225_Permata Hijau Suite|4410929E|420580|4,21,37%,-92.80952381,OK -> GO
1225_Permata Hijau Suite,1225_Permata Hijau Suite|4433101E_CO|431131|6,12,5%,-94,OK -> GO
1226_Puri at Kemang Residence,1226_Puri at Kemang Residence|MC4412406E_CO|430230|3,5,22%,-105.8,OK -> GO
1154_PASAR KAMPUNG AMBON,1154_PASAR KAMPUNG AMBON|MC4410022E|410112|7,4,22%,-101,OK -> GO with Change SOW
463_Aptmedrsdnc1,463_Aptmedrsdnc1|4412527E_BB|411132|6,11,22%,-97.54545455,NOT GO -> Have Pico
1190_Pasar Cigombong,1190_Pasar Cigombong|4465121E|462037|2,491,7%,-97.36659878,"NOT GO -> Small Building, covered by Surrounding"
117_Ptbimoli,117_Ptbimoli|4415044E_CO|410205|2,21,22%,-99.66666667,OK -> GO
1226_Puri at Kemang Residence,1226_Puri at Kemang Residence|SH4431735E|430756|6,814,8%,-93.90540541,OK -> GO
1227_Apple 3 Condovilla,1227_Apple 3 Condovilla|4431763E_CO|430601|8,577,20%,-90.32235702,OK -> GO
1227_Apple 3 Condovilla,1227_Apple 3 Condovilla|4431999E_CO|431126|9,2,6%,-92,OK -> GO
1227_Apple 3 Condovilla,1227_Apple 3 Condovilla|4435541E_CO|430214|6,477,31%,-81.08805031,OK -> GO
1227_Apple 3 Condovilla,1227_Apple 3 Condovilla|4435541E_CO|430214|9,2,27%,-68,OK -> GO
1228_Apple Residence Tb Simatupang,1228_Apple Residence Tb Simatupang|SH4443207E_CO|440189|2,4,10%,-73,OK -> GO with Change SOW
1146_PASAR CIPINANG KEBEMBEM,1146_PASAR CIPINANG KEBEMBEM|4412551E_CO|410916|7,12,22%,-95.16666667,"NOT GO -> Small Building, covered by Surrounding"
1228_Apple Residence Tb Simatupang,1228_Apple Residence Tb Simatupang|SH4443207E_CO|440189|7,4,36%,-79.25,OK -> GO with Change SOW
1000_Poltekkes3-TBS,1000_Poltekkes3-TBS|4445624E_CO|440602|5,16,22%,-98.0625,NOT GO -> Have Pico
956_Aptkemangview-MAC,956_Aptkemangview-MAC|441PX220E_CO|410851|4,42,22%,-97.97619048,NOT GO -> Have Pico
542_Gdgbidakara2,542_Gdgbidakara2|4431563E-LTE-TASKA-DEPOSITO|430329|6,15,22%,-96.86666667,OK -> GO
1243_ESDM,1243_ESDM|SH4431856E-LTE-POLE-R5M|430467|6,1,22%,-95,OK -> GO
123_Kojatrademall,123_Kojatrademall|441A069E-LTE-BHAYANGKARA-TUGU|410260|2,7,13%,-87.57142857,NOT GO -> Have Pico
1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE,1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE|441PX481E_CO|410418|5,5,22%,-97.4,OK -> GO
123_Kojatrademall,123_Kojatrademall|441PX377E|410782|4,34,53%,-83.17647059,NOT GO -> Have Pico
1230_Dave Apartment,1230_Dave Apartment|4462056E|460839|6,22,59%,-86.31818182,NOT GO -> Covered by Surrounding
1230_Dave Apartment,1230_Dave Apartment|4464865E_CO|461594|6,1,6%,-80,NOT GO -> Covered by Surrounding
1230_Dave Apartment,1230_Dave Apartment|4465323E-LTE-Kukusan-Depok|460091|8,1,8%,-89,NOT GO -> Covered by Surrounding
710_Rsmayapadasjm,710_Rsmayapadasjm|4431887E_CO|430191|15,10,22%,-95.7,NOT GO -> Have Pico
15_WASKITAKARYA,15_WASKITAKARYA|SH4441000E_CO|440642|7,7,21%,-97.28571429,OK -> GO
60_Gdgmerpati,60_Gdgmerpati|MC4415858E_CO|410109|9,30,21%,-96.66666667,OK -> GO
620_Mnrdanamonrsnsaid-MAC,620_Mnrdanamonrsnsaid-MAC|4435024E-LTE-TAMAN-RASUNA|430033|8,43,21%,-99.97674419,OK -> GO
26_PX PAVILLION,26_PX PAVILLION|4424367E_CO|420373|1,486,5%,-114.9382716,OK -> GO
1083_PASAR KRAMATJAYA,1083_PASAR KRAMATJAYA|4415648E_CO|410241|7,2,21%,-97.5,"NOT GO -> Small Building, covered by Surrounding"
685_Gedungtifa,685_Gedungtifa|4431354E-LTE-RAWA-BARAT-RELOCATION|430576|14,2,21%,-96,NOT GO -> Have Pico
1161_PASAR PONDOK BAMBU,1161_PASAR PONDOK BAMBU|MC4413917E_CO|440412|6,2,21%,-99.5,OK -> GO with Change SOW
1045_PASAR PETAK IX,1045_PASAR PETAK IX|441A399E_CO|420475|17,3,21%,-98.33333333,"NOT GO -> Small Building, covered by Surrounding"
1232_Rektorat Universitas Negeri Jakarta,1232_Rektorat Universitas Negeri Jakarta|SH4412321E_CO|410120|6,6,5%,-92.16666667,OK -> GO
1233_Universitas Sultan Ageng Tirtayasa,1233_Universitas Sultan Ageng Tirtayasa|4483828E|480508|2,73,5%,-75.93150685,NOT GO -> Covered by Surrounding
796_Mabestnib3,796_Mabestnib3|4445638E_C2|440635|16,1,21%,-98,NOT GO -> Hard Sitaq
1045_PASAR PETAK IX,1045_PASAR PETAK IX|441PL008E_CO|421103|24,6,21%,-99.66666667,"NOT GO -> Small Building, covered by Surrounding"
1234_Gedung PBNU,1234_Gedung PBNU|441PL238E_CO|410912|36,6,7%,-87.5,"NOT GO -> Small Building, covered by Surrounding"
883_Spmalcilegon,883_Spmalcilegon|4481382E|480621|14,2,21%,-98,NOT GO -> Have Pico
438_Psrtnbgbloka,438_Psrtnbgbloka|4424835E_CO|420663|5,482,39%,-97.57261411,NOT GO -> Have Pico
1153_PASAR JATINEGARA,1153_PASAR JATINEGARA|441PL121E|431086|28,29,21%,-97.86206897,NOT GO -> Have Pico
1235_Gedung Maktour,1235_Gedung Maktour|4431837E_CO|430515|1,2,12%,-87,NOT GO -> Good Coverage from Surrounding
1235_Gedung Maktour,1235_Gedung Maktour|4435163E_C2|430893|6,2,40%,-88.5,NOT GO -> Good Coverage from Surrounding
1235_Gedung Maktour,1235_Gedung Maktour|4435163E_C2|430893|9,9,37%,-92,NOT GO -> Good Coverage from Surrounding
1236_Menara BRILian,1236_Menara BRILian|4431299E_CO|430067|4,8,9%,-84.125,NOT GO -> Good Coverage from Surrounding
1236_Menara BRILian,1236_Menara BRILian|4431299E_CO|430067|7,15,10%,-91.46666667,NOT GO -> Good Coverage from Surrounding
1236_Menara BRILian,1236_Menara BRILian|4431787E_BB|431037|6,152,36%,-83.125,NOT GO -> Good Coverage from Surrounding
1236_Menara BRILian,1236_Menara BRILian|4431787E_BB|431037|9,53,19%,-87.60377358,NOT GO -> Good Coverage from Surrounding
575_Ciputraworld2Apt-DMT,575_Ciputraworld2Apt-DMT|MC4430788E_CO|430011|9,47,21%,-96.12765957,NOT GO -> Have Pico
814_Rsiaherminatangerang,814_Rsiaherminatangerang|4475436E_CO|470012|5,1,21%,-95,"NOT GO -> Small Building, covered by Surrounding"
251_Cwangkencana,251_Cwangkencana|MC4431795E|430115|17,1,21%,-109,OK -> GO
1237_Office One,1237_Office One|4435086E_CO|430064|2,11,6%,-93.54545455,"NOT GO -> Small Building, covered by Surrounding"
790_Wsmaldiron,790_Wsmaldiron|4435777E_BB|431134|15,4,21%,-96.25,NOT GO -> Have Pico
1238_ITJEN Kementerian Pertahanan Republik Indonesia,1238_ITJEN Kementerian Pertahanan Republik Indonesia|441PX205E-LTE-DEPARTEMEN-PERHUBUNGAN|410297|4,108,29%,-88.03703704,NOT GO -> Covered by Surrounding
1238_ITJEN Kementerian Pertahanan Republik Indonesia,1238_ITJEN Kementerian Pertahanan Republik Indonesia|4425013E-LTE-BUDI-KEMULIAAN|420008|9,379,64%,-92.4116095,NOT GO -> Covered by Surrounding
440_Psrtnbgblokf,440_Psrtnbgblokf|4424994E|421270|4,35,21%,-96.57142857,NOT GO -> Have Pico
1239_Gedung BRI IT,1239_Gedung BRI IT|4443467E|440615|6,17,31%,-80.82352941,OK -> GO
1239_Gedung BRI IT,1239_Gedung BRI IT|4443509E|440930|4,4,22%,-85.75,OK -> GO
124_Rsudkoja,124_Rsudkoja|4412990E_CO|410728|4,51,11%,-85.2745098,NOT GO -> Have Pico
124_Rsudkoja,124_Rsudkoja|441PX333E-LTE-RS-KOJA|410509|4,39,29%,-82.17948718,NOT GO -> Have Pico
124_Rsudkoja,124_Rsudkoja|441PX333E-LTE-RS-KOJA|410509|7,27,13%,-86.88888889,NOT GO -> Have Pico
124_Rsudkoja,124_Rsudkoja|MC4410036E_CO|410274|4,11,15%,-91.90909091,NOT GO -> Have Pico
124_Rsudkoja,124_Rsudkoja|MC4410036E_CO|410274|7,5,5%,-92,NOT GO -> Have Pico
124_Rsudkoja,124_Rsudkoja|MC4412507E_CO|411014|4,18,7%,-88,NOT GO -> Have Pico
469_Graharekso,469_Graharekso|441PC150E_CO|410076|5,7,21%,-97.14285714,OK -> GO
1051_PASAR BATA PUTIH,1051_PASAR BATA PUTIH|441PC346E-LTE-BINUS|430351|19,3,21%,-95.66666667,"NOT GO -> Small Building, covered by Surrounding"
1240_Apartment Brooklyn,1240_Apartment Brooklyn|4471806E_CO|470737|9,1,7%,-87,OK -> GO
794_Aeropolis 2,794_Aeropolis 2|4472954E|471766|1,4,21%,-110,OK -> GO
1240_Apartment Brooklyn,1240_Apartment Brooklyn|4475573E_CO|470134|3,72,12%,-92.65277778,OK -> GO
834_Mallkutabumi,834_Mallkutabumi|4471887E-LTE-KUTABUMI-RAYA|470543|5,35,20%,-95.08571429,NOT GO -> Have Pico
1241_MAKOSTRAD,1241_MAKOSTRAD|4411233E-LTE-Lapangan-Banteng|410079|5,13,38%,-88.23076923,OK -> GO
590_GRANMELIAKUNINGAN,590_GRANMELIAKUNINGAN|SH4431856E-LTE-POLE-R5M|430467|6,28,20%,-100.8571429,NOT GO -> Have Pico
796_Mabestnib3,796_Mabestnib3|4445640E_CO|440251|7,4,20%,-98,NOT GO -> Hard Sitaq
512_Univindonusa,512_Univindonusa|4425466E|420682|7,8,20%,-98.625,NOT GO -> Covered by Surrounding
1242_Menara Maritim Indonesia - MMI,1242_Menara Maritim Indonesia - MMI|4412487E_BB|411249|3,2,8%,-90.5,OK -> GO with Change SOW
1242_Menara Maritim Indonesia - MMI,1242_Menara Maritim Indonesia - MMI|4412487E_BB|411249|6,122,16%,-94.14754098,OK -> GO with Change SOW
1242_Menara Maritim Indonesia - MMI,1242_Menara Maritim Indonesia - MMI|4412951E|411261|16,46,7%,-87.91304348,OK -> GO with Change SOW
1242_Menara Maritim Indonesia - MMI,1242_Menara Maritim Indonesia - MMI|4412951E|411261|19,1,14%,-90,OK -> GO with Change SOW
1242_Menara Maritim Indonesia - MMI,1242_Menara Maritim Indonesia - MMI|4412951E|411261|5,141,21%,-79.09219858,OK -> GO with Change SOW
1242_Menara Maritim Indonesia - MMI,1242_Menara Maritim Indonesia - MMI|4412951E|411261|8,141,17%,-84.95035461,OK -> GO with Change SOW
510_Siloamhospitalskbnjeruk-PWU,510_Siloamhospitalskbnjeruk-PWU|4413420E_CO|420637|7,85,20%,-102.5411765,OK -> GO
1243_ESDM,1243_ESDM|441PL712E_CO|431066|4,12,27%,-93.25,OK -> GO
51_SILKWOOD RESIDENCE,51_SILKWOOD RESIDENCE|441PL260E_CO|472363|24,2,20%,-103.5,OK -> GO
760_Recapital,760_Recapital|MC4411055E_CO|430135|7,10,20%,-97.1,NOT GO -> Have Pico
1244_Graha Pena,1244_Graha Pena|4431417E-LTE-Biduri-Grogol-Utara|430100|3,2,17%,-87.5,NOT GO -> Covered by Surrounding
1072_PASAR RADIO DALAM,1072_PASAR RADIO DALAM|4435131E_CO|430142|18,10,20%,-100.3,"NOT GO -> Small Building, covered by Surrounding"
1181_Hermina Galaxy,1181_Hermina Galaxy|4412497E_CO|410801|4,63,20%,-102.3174603,OK -> GO
1244_Graha Pena,1244_Graha Pena|4431417E-LTE-Biduri-Grogol-Utara|430100|9,8,16%,-86.25,NOT GO -> Covered by Surrounding
186_TRANSMART CILANDAK,186_TRANSMART CILANDAK|4433703E|431011|5,78,20%,-96.08974359,OK -> GO
1285_Green Office Park 6 (GOP 6),1285_Green Office Park 6 (GOP 6)|4474025E|472330|7,8,20%,-103.25,OK -> GO
66_Kemtower,66_Kemtower|4412169E|410351|7,23,20%,-99.30434783,NOT GO -> Have Pico
1245_Hotel Puri Denpasar,1245_Hotel Puri Denpasar|4431922E_CO|430998|14,22,17%,-88.72727273,OK -> GO
1011_RS Brawijaya Sawangan,1011_RS Brawijaya Sawangan|4464181E|461473|8,1,20%,-106,OK -> GO
1245_Hotel Puri Denpasar,1245_Hotel Puri Denpasar|4432031E_CO|431144|6,6,15%,-89.16666667,OK -> GO
568_Bellagiomnsn,568_Bellagiomnsn|4435003E_CO|430003|9,35,20%,-96.57142857,NOT GO -> Have Pico
1180_Hermina Grand Wisata,1180_Hermina Grand Wisata|4455372E_CO|450310|4,51,20%,-97.09803922,NOT GO -> Covered by Surrounding
28_ARYADUTA MENTENG TUGU TANI,28_ARYADUTA MENTENG TUGU TANI|4415014E_CO|410059|4,6,20%,-98.83333333,NOT GO -> Covered by Solution at Surrounding
1246_Eka Hospital Cibubur,1246_Eka Hospital Cibubur|4453179E_CO|450473|18,5,42%,-90.8,OK -> GO
1246_Eka Hospital Cibubur,1246_Eka Hospital Cibubur|4455809E|450110|14,1,14%,-77,OK -> GO
1247_PROMENADE 57,1247_PROMENADE 57|4413443E_CO|420055|14,3,6%,-92.33333333,OK -> GO
193_Manhattansquare-ACA,193_Manhattansquare-ACA|SH4431818E_CO|430495|4,479,13%,-105.7139875,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|4412992E_CO|410730|7,4,20%,-100.75,OK -> GO
1247_PROMENADE 57,1247_PROMENADE 57|441PX405E-LTE-THAMRIN-RESIDENCE1|420558|15,3,6%,-85,OK -> GO
1247_PROMENADE 57,1247_PROMENADE 57|441PX405E-LTE-THAMRIN-RESIDENCE1|420558|25,44,26%,-89.61363636,OK -> GO
1247_PROMENADE 57,1247_PROMENADE 57|441PX405E-LTE-THAMRIN-RESIDENCE1|420558|28,44,27%,-88.81818182,OK -> GO
1248_Transmart Cempaka Putih,1248_Transmart Cempaka Putih|SH4412305E|410710|2,5,9%,-93,OK -> GO
1248_Transmart Cempaka Putih,1248_Transmart Cempaka Putih|SH4412305E|410710|5,52,54%,-82.44230769,OK -> GO
244_Rshrminajtng,244_Rshrminajtng|4435087E_CO|430532|15,53,20%,-96.77358491,NOT GO -> Have Pico
1249_Extend Pier Internasional T3 -BSH,1249_Extend Pier Internasional T3 -BSH|441PL527E_CO|470855|16,2,13%,-83,OK -> GO
1249_Extend Pier Internasional T3 -BSH,1249_Extend Pier Internasional T3 -BSH|4472988E-LTE-POLE-TERMINAL-3|470006|6,45,54%,-86.82222222,OK -> GO
1249_Extend Pier Internasional T3 -BSH,1249_Extend Pier Internasional T3 -BSH|4475103E_CO|470001|1,1,8%,-85,OK -> GO
1249_Extend Pier Internasional T3 -BSH,1249_Extend Pier Internasional T3 -BSH|4475103E_CO|470001|3,6,16%,-92.33333333,OK -> GO
244_Rshrminajtng,244_Rshrminajtng|4435087E_CO|430532|18,32,20%,-99.65625,NOT GO -> Have Pico
125_Ancolmansion-MAC,125_Ancolmansion-MAC|441PL407E_CO|421427|24,2,25%,-90,NOT GO -> Have Pico
125_Ancolmansion-MAC,125_Ancolmansion-MAC|441PL407E_CO|421427|27,91,5%,-78.92307692,NOT GO -> Have Pico
125_Ancolmansion-MAC,125_Ancolmansion-MAC|441PL407E_CO|421427|5,8,29%,-77.5,NOT GO -> Have Pico
1045_PASAR PETAK IX,1045_PASAR PETAK IX|4425486E_CO|420237|7,3,20%,-97,"NOT GO -> Small Building, covered by Surrounding"
125_Ancolmansion-MAC,125_Ancolmansion-MAC|441PL408E_CO|421428|5,143,6%,-85.91608392,NOT GO -> Have Pico
1250_Perkantoran AP II GD 600 dan 601 - BSH,1250_Perkantoran AP II GD 600 dan 601 - BSH|4472972E|471151|6,2,17%,-84,NOT GO -> Have Pico
1250_Perkantoran AP II GD 600 dan 601 - BSH,1250_Perkantoran AP II GD 600 dan 601 - BSH|4472972E|471151|9,5,17%,-81,NOT GO -> Have Pico
1250_Perkantoran AP II GD 600 dan 601 - BSH,1250_Perkantoran AP II GD 600 dan 601 - BSH|4475103E_CO|470001|1,1,5%,-73,NOT GO -> Have Pico
1250_Perkantoran AP II GD 600 dan 601 - BSH,1250_Perkantoran AP II GD 600 dan 601 - BSH|4475103E_CO|470001|4,1,13%,-85,NOT GO -> Have Pico
1250_Perkantoran AP II GD 600 dan 601 - BSH,1250_Perkantoran AP II GD 600 dan 601 - BSH|4475103E_CO|470001|6,1,14%,-65,NOT GO -> Have Pico
1250_Perkantoran AP II GD 600 dan 601 - BSH,1250_Perkantoran AP II GD 600 dan 601 - BSH|4475103E_CO|470001|7,1,7%,-88,NOT GO -> Have Pico
1250_Perkantoran AP II GD 600 dan 601 - BSH,1250_Perkantoran AP II GD 600 dan 601 - BSH|4475103E_CO|470001|9,3,10%,-77.33333333,NOT GO -> Have Pico
937_Sahirabotiquepaledang,937_Sahirabotiquepaledang|4464692E_BB|460022|3,475,15%,-106.8273684,OK -> GO
1251_Terminal TOD - BSH,1251_Terminal TOD - BSH|4471813E_CO|470020|4,17,44%,-87.41176471,NOT GO -> Good Coverage from Surrounding
1251_Terminal TOD - BSH,1251_Terminal TOD - BSH|4471813E_CO|470020|7,8,20%,-94.75,NOT GO -> Good Coverage from Surrounding
1252_Terminal 1 Soetta,1252_Terminal 1 Soetta|4462741E_CO|460917|15,81,7%,-85.83950617,OK -> GO
1252_Terminal 1 Soetta,1252_Terminal 1 Soetta|447PC512E-LTE-SOEKARNO-HATTA-TERM-1|470071|5,7,89%,-82.71428571,OK -> GO
1253_Terminal 2 Soetta,1253_Terminal 2 Soetta|4475103E_CO|470001|3,4,6%,-92.5,OK -> GO
324_Htlborobudur,324_Htlborobudur|4431916E_CO|430528|6,472,11%,-103.3050847,OK -> GO
1253_Terminal 2 Soetta,1253_Terminal 2 Soetta|447PL314E-LTE-SOETTA-TERMINAL2-SC4|470316|16,6,6%,-83.16666667,OK -> GO
1253_Terminal 2 Soetta,1253_Terminal 2 Soetta|447PL315E-LTE-SOETTA-TERMINAL2-SC5|470317|14,20,27%,-79.45,OK -> GO
1253_Terminal 2 Soetta,1253_Terminal 2 Soetta|447PL315E-LTE-SOETTA-TERMINAL2-SC5|470317|16,42,35%,-67.5,OK -> GO
133_Htlmrcureacl,133_Htlmrcureacl|441PC302E_CO|421003|27,6,20%,-105.6666667,NOT GO -> Have Pico
467_Arthagading,467_Arthagading|441PC150E_CO|410076|4,54,19%,-98.33333333,NOT GO -> Have Pico
1254_Pasar Senen Jaya Blok 1 &2,1254_Pasar Senen Jaya Blok 1 &2|4415084E_CO|410090|7,10,26%,-94.2,OK -> GO
191_Grahaelnusa,191_Grahaelnusa|4435187E_CO|430205|8,62,19%,-96.35483871,NOT GO -> Covered by Surrounding
271_Cibuburjnct,271_Cibuburjnct|4443983E_CO|440844|7,18,19%,-95.11111111,NOT GO -> Have Pico
918_Herminagrandwisata,918_Herminagrandwisata|4455372E_CO|450310|4,46,19%,-97.26086957,OK -> GO
1256_RS ATMA Bonaventura,1256_RS ATMA Bonaventura|441PL133E_CO|421077|23,162,6%,-81.42592593,OK -> GO
1256_RS ATMA Bonaventura,1256_RS ATMA Bonaventura|441PL133E_CO|421077|24,3,6%,-89.66666667,OK -> GO
1256_RS ATMA Bonaventura,1256_RS ATMA Bonaventura|441PL133E_CO|421077|26,30,73%,-89.63333333,OK -> GO
1256_RS ATMA Bonaventura,1256_RS ATMA Bonaventura|441PX314E_CO|420633|8,1,9%,-74,OK -> GO
1257_Arkadia Office Tower F,1257_Arkadia Office Tower F|441PX527E_CO|440702|24,1,23%,-70,OK -> GO with Change SOW
1257_Arkadia Office Tower F,1257_Arkadia Office Tower F|SH4443379E_CO|440227|4,17,9%,-89.41176471,OK -> GO with Change SOW
