polygon_name,WKT
KCA Belatera Kelapa Gading,"POLYGON ((106.89608283333334 -6.1746, 106.89608139115897 -6.174629356133528, 106.89607707852483 -6.174658429551443, 106.8960699369639 -6.1746869402608375, 106.89606003525333 -6.174714613687994, 106.89604746875202 -6.174741183322679, 106.89603235848223 -6.17476639328479, 106.89601484996412 -6.174790000788607, 106.8959951118143 -6.174811778480965, 106.89597333412195 -6.174831516630782, 106.89594972661813 -6.174849025148885, 106.89592451665602 -6.174864135418672, 106.89589794702134 -6.174876701919987, 106.89587027359418 -6.174886603630552, 106.89584176288479 -6.174893745191481, 106.89581268946687 -6.174898057825638, 106.89578333333334 -6.1748994999999995, 106.89575397719982 -6.174898057825638, 106.8957249037819 -6.174893745191481, 106.8956963930725 -6.174886603630552, 106.89566871964534 -6.174876701919987, 106.89564215001066 -6.174864135418672, 106.89561694004855 -6.174849025148885, 106.89559333254473 -6.174831516630782, 106.89557155485238 -6.174811778480965, 106.89555181670256 -6.174790000788607, 106.89553430818445 -6.17476639328479, 106.89551919791467 -6.174741183322679, 106.89550663141335 -6.174714613687994, 106.89549672970278 -6.1746869402608375, 106.89548958814186 -6.174658429551443, 106.89548527550771 -6.174629356133528, 106.89548383333334 -6.1746, 106.89548527550771 -6.174570643866471, 106.89548958814186 -6.1745415704485564, 106.89549672970278 -6.174513059739162, 106.89550663141335 -6.174485386312006, 106.89551919791467 -6.174458816677321, 106.89553430818445 -6.17443360671521, 106.89555181670256 -6.1744099992113926, 106.89557155485238 -6.174388221519035, 106.89559333254473 -6.174368483369218, 106.89561694004855 -6.174350974851115, 106.89564215001066 -6.1743358645813275, 106.89566871964534 -6.1743232980800125, 106.8956963930725 -6.174313396369448, 106.8957249037819 -6.174306254808519, 106.89575397719982 -6.1743019421743615, 106.89578333333334 -6.1743005, 106.89581268946687 -6.1743019421743615, 106.89584176288479 -6.174306254808519, 106.89587027359418 -6.174313396369448, 106.89589794702134 -6.1743232980800125, 106.89592451665602 -6.1743358645813275, 106.89594972661813 -6.174350974851115, 106.89597333412195 -6.174368483369218, 106.8959951118143 -6.174388221519035, 106.89601484996412 -6.1744099992113926, 106.89603235848223 -6.17443360671521, 106.89604746875202 -6.174458816677321, 106.89606003525333 -6.174485386312006, 106.8960699369639 -6.174513059739162, 106.89607707852483 -6.1745415704485564, 106.89608139115897 -6.174570643866471, 106.89608283333334 -6.1746))"
3G_RS_PLUIT,"POLYGON ((106.79982727777778 -6.1257777777777775, 106.79982583560341 -6.125807133911306, 106.79982152296927 -6.125836207329221, 106.79981438140834 -6.125864718038615, 106.79980447969777 -6.125892391465771, 106.79979191319646 -6.1259189611004565, 106.79977680292667 -6.125944171062567, 106.79975929440856 -6.125967778566385, 106.79973955625874 -6.125989556258743, 106.79971777856639 -6.12600929440856, 106.79969417106257 -6.1260268029266625, 106.79966896110047 -6.12604191319645, 106.79964239146578 -6.126054479697765, 106.79961471803863 -6.126064381408329, 106.79958620732923 -6.126071522969259, 106.7995571339113 -6.126075835603416, 106.79952777777778 -6.126077277777777, 106.79949842164426 -6.126075835603416, 106.79946934822634 -6.126071522969259, 106.79944083751694 -6.126064381408329, 106.79941316408978 -6.126054479697765, 106.7993865944551 -6.12604191319645, 106.799361384493 -6.1260268029266625, 106.79933777698918 -6.12600929440856, 106.79931599929682 -6.125989556258743, 106.799296261147 -6.125967778566385, 106.7992787526289 -6.125944171062567, 106.79926364235911 -6.1259189611004565, 106.7992510758578 -6.125892391465771, 106.79924117414723 -6.125864718038615, 106.7992340325863 -6.125836207329221, 106.79922971995215 -6.125807133911306, 106.79922827777779 -6.1257777777777775, 106.79922971995215 -6.125748421644249, 106.7992340325863 -6.125719348226334, 106.79924117414723 -6.12569083751694, 106.7992510758578 -6.125663164089784, 106.79926364235911 -6.125636594455099, 106.7992787526289 -6.125611384492988, 106.799296261147 -6.12558777698917, 106.79931599929682 -6.125565999296812, 106.79933777698918 -6.1255462611469955, 106.799361384493 -6.125528752628893, 106.7993865944551 -6.125513642359105, 106.79941316408978 -6.12550107585779, 106.79944083751694 -6.125491174147226, 106.79946934822634 -6.1254840325862965, 106.79949842164426 -6.125479719952139, 106.79952777777778 -6.125478277777778, 106.7995571339113 -6.125479719952139, 106.79958620732923 -6.1254840325862965, 106.79961471803863 -6.125491174147226, 106.79964239146578 -6.12550107585779, 106.79966896110047 -6.125513642359105, 106.79969417106257 -6.125528752628893, 106.79971777856639 -6.1255462611469955, 106.79973955625874 -6.125565999296812, 106.79975929440856 -6.12558777698917, 106.79977680292667 -6.125611384492988, 106.79979191319646 -6.125636594455099, 106.79980447969777 -6.125663164089784, 106.79981438140834 -6.12569083751694, 106.79982152296927 -6.125719348226334, 106.79982583560341 -6.125748421644249, 106.79982727777778 -6.1257777777777775))"
Mall of Indonesia,"POLYGON ((106.8921495 -6.151519444444445, 106.89214805782564 -6.151548800577974, 106.89214374519149 -6.151577873995889, 106.89213660363056 -6.151606384705283, 106.89212670191999 -6.151634058132439, 106.89211413541868 -6.151660627767124, 106.8920990251489 -6.151685837729235, 106.89208151663078 -6.1517094452330525, 106.89206177848097 -6.15173122292541, 106.89204000078861 -6.151750961075227, 106.89201639328479 -6.15176846959333, 106.89199118332269 -6.1517835798631175, 106.891964613688 -6.151796146364433, 106.89193694026085 -6.151806048074997, 106.89190842955145 -6.151813189635926, 106.89187935613353 -6.151817502270084, 106.89185 -6.151818944444445, 106.89182064386648 -6.151817502270084, 106.89179157044856 -6.151813189635926, 106.89176305973916 -6.151806048074997, 106.891735386312 -6.151796146364433, 106.89170881667732 -6.1517835798631175, 106.89168360671522 -6.15176846959333, 106.8916599992114 -6.151750961075227, 106.89163822151905 -6.15173122292541, 106.89161848336923 -6.1517094452330525, 106.89160097485112 -6.151685837729235, 106.89158586458133 -6.151660627767124, 106.89157329808002 -6.151634058132439, 106.89156339636945 -6.151606384705283, 106.89155625480852 -6.151577873995889, 106.89155194217437 -6.151548800577974, 106.89155050000001 -6.151519444444445, 106.89155194217437 -6.151490088310917, 106.89155625480852 -6.151461014893002, 106.89156339636945 -6.1514325041836075, 106.89157329808002 -6.1514048307564515, 106.89158586458133 -6.151378261121766, 106.89160097485112 -6.1513530511596555, 106.89161848336923 -6.151329443655838, 106.89163822151905 -6.15130766596348, 106.8916599992114 -6.151287927813663, 106.89168360671522 -6.15127041929556, 106.89170881667732 -6.151255309025773, 106.891735386312 -6.151242742524458, 106.89176305973916 -6.151232840813893, 106.89179157044856 -6.151225699252964, 106.89182064386648 -6.151221386618807, 106.89185 -6.1512199444444455, 106.89187935613353 -6.151221386618807, 106.89190842955145 -6.151225699252964, 106.89193694026085 -6.151232840813893, 106.891964613688 -6.151242742524458, 106.89199118332269 -6.151255309025773, 106.89201639328479 -6.15127041929556, 106.89204000078861 -6.151287927813663, 106.89206177848097 -6.15130766596348, 106.89208151663078 -6.151329443655838, 106.8920990251489 -6.1513530511596555, 106.89211413541868 -6.151378261121766, 106.89212670191999 -6.1514048307564515, 106.89213660363056 -6.1514325041836075, 106.89214374519149 -6.151461014893002, 106.89214805782564 -6.151490088310917, 106.8921495 -6.151519444444445))"
HtlHarrisKelapaGading,"POLYGON ((106.91030549999999 -6.157674, 106.91030405782563 -6.157703356133529, 106.91029974519148 -6.1577324295514435, 106.91029260363055 -6.157760940260838, 106.91028270191998 -6.157788613687994, 106.91027013541867 -6.157815183322679, 106.91025502514889 -6.15784039328479, 106.91023751663077 -6.157864000788607, 106.91021777848096 -6.157885778480965, 106.9101960007886 -6.157905516630782, 106.91017239328478 -6.157923025148885, 106.91014718332268 -6.157938135418672, 106.910120613688 -6.1579507019199875, 106.91009294026084 -6.157960603630552, 106.91006442955144 -6.157967745191481, 106.91003535613352 -6.1579720578256385, 106.910006 -6.1579735, 106.90997664386647 -6.1579720578256385, 106.90994757044855 -6.157967745191481, 106.90991905973915 -6.157960603630552, 106.909891386312 -6.1579507019199875, 106.90986481667731 -6.157938135418672, 106.90983960671521 -6.157923025148885, 106.90981599921139 -6.157905516630782, 106.90979422151904 -6.157885778480965, 106.90977448336922 -6.157864000788607, 106.9097569748511 -6.15784039328479, 106.90974186458132 -6.157815183322679, 106.90972929808001 -6.157788613687994, 106.90971939636944 -6.157760940260838, 106.90971225480851 -6.1577324295514435, 106.90970794217436 -6.157703356133529, 106.9097065 -6.157674, 106.90970794217436 -6.157644643866472, 106.90971225480851 -6.157615570448557, 106.90971939636944 -6.157587059739162, 106.90972929808001 -6.157559386312006, 106.90974186458132 -6.157532816677321, 106.9097569748511 -6.15750760671521, 106.90977448336922 -6.157483999211393, 106.90979422151904 -6.157462221519035, 106.90981599921139 -6.157442483369218, 106.90983960671521 -6.157424974851115, 106.90986481667731 -6.157409864581328, 106.909891386312 -6.157397298080013, 106.90991905973915 -6.157387396369448, 106.90994757044855 -6.157380254808519, 106.90997664386647 -6.157375942174362, 106.910006 -6.1573745, 106.91003535613352 -6.157375942174362, 106.91006442955144 -6.157380254808519, 106.91009294026084 -6.157387396369448, 106.910120613688 -6.157397298080013, 106.91014718332268 -6.157409864581328, 106.91017239328478 -6.157424974851115, 106.9101960007886 -6.157442483369218, 106.91021777848096 -6.157462221519035, 106.91023751663077 -6.157483999211393, 106.91025502514889 -6.15750760671521, 106.91027013541867 -6.157532816677321, 106.91028270191998 -6.157559386312006, 106.91029260363055 -6.157587059739162, 106.91029974519148 -6.157615570448557, 106.91030405782563 -6.157644643866472, 106.91030549999999 -6.157674))"
3G_RS_GADING_PLUIT,"POLYGON ((106.91615783333333 -6.166191666666667, 106.91615639115896 -6.166221022800196, 106.91615207852482 -6.166250096218111, 106.91614493696389 -6.166278606927505, 106.91613503525332 -6.166306280354661, 106.91612246875201 -6.166332849989346, 106.91610735848222 -6.166358059951457, 106.91608984996411 -6.1663816674552745, 106.91607011181429 -6.166403445147632, 106.91604833412194 -6.166423183297449, 106.91602472661812 -6.166440691815552, 106.91599951665602 -6.1664558020853395, 106.91597294702133 -6.166468368586655, 106.91594527359418 -6.166478270297219, 106.91591676288478 -6.166485411858148, 106.91588768946686 -6.166489724492306, 106.91585833333333 -6.166491166666667, 106.91582897719981 -6.166489724492306, 106.91579990378189 -6.166485411858148, 106.91577139307249 -6.166478270297219, 106.91574371964533 -6.166468368586655, 106.91571715001065 -6.1664558020853395, 106.91569194004855 -6.166440691815552, 106.91566833254473 -6.166423183297449, 106.91564655485237 -6.166403445147632, 106.91562681670256 -6.1663816674552745, 106.91560930818444 -6.166358059951457, 106.91559419791466 -6.166332849989346, 106.91558163141335 -6.166306280354661, 106.91557172970278 -6.166278606927505, 106.91556458814185 -6.166250096218111, 106.9155602755077 -6.166221022800196, 106.91555883333334 -6.166191666666667, 106.9155602755077 -6.166162310533139, 106.91556458814185 -6.166133237115224, 106.91557172970278 -6.1661047264058295, 106.91558163141335 -6.1660770529786735, 106.91559419791466 -6.166050483343988, 106.91560930818444 -6.1660252733818774, 106.91562681670256 -6.16600166587806, 106.91564655485237 -6.165979888185702, 106.91566833254473 -6.165960150035885, 106.91569194004855 -6.165942641517782, 106.91571715001065 -6.165927531247995, 106.91574371964533 -6.16591496474668, 106.91577139307249 -6.165905063036115, 106.91579990378189 -6.165897921475186, 106.91582897719981 -6.165893608841029, 106.91585833333333 -6.1658921666666675, 106.91588768946686 -6.165893608841029, 106.91591676288478 -6.165897921475186, 106.91594527359418 -6.165905063036115, 106.91597294702133 -6.16591496474668, 106.91599951665602 -6.165927531247995, 106.91602472661812 -6.165942641517782, 106.91604833412194 -6.165960150035885, 106.91607011181429 -6.165979888185702, 106.91608984996411 -6.16600166587806, 106.91610735848222 -6.1660252733818774, 106.91612246875201 -6.166050483343988, 106.91613503525332 -6.1660770529786735, 106.91614493696389 -6.1661047264058295, 106.91615207852482 -6.166133237115224, 106.91615639115896 -6.166162310533139, 106.91615783333333 -6.166191666666667))"
DOUBLE3 CIKINI,"POLYGON ((106.84341338888888 -6.198886111111111, 106.84341194671451 -6.19891546724464, 106.84340763408036 -6.198944540662555, 106.84340049251944 -6.198973051371949, 106.84339059080887 -6.199000724799105, 106.84337802430755 -6.19902729443379, 106.84336291403777 -6.199052504395901, 106.84334540551966 -6.199076111899719, 106.84332566736984 -6.1990978895920765, 106.84330388967749 -6.199117627741893, 106.84328028217367 -6.199135136259996, 106.84325507221156 -6.199150246529784, 106.84322850257688 -6.199162813031099, 106.84320082914972 -6.199172714741663, 106.84317231844032 -6.199179856302592, 106.8431432450224 -6.19918416893675, 106.84311388888888 -6.199185611111111, 106.84308453275536 -6.19918416893675, 106.84305545933744 -6.199179856302592, 106.84302694862804 -6.199172714741663, 106.84299927520088 -6.199162813031099, 106.8429727055662 -6.199150246529784, 106.8429474956041 -6.199135136259996, 106.84292388810027 -6.199117627741893, 106.84290211040792 -6.1990978895920765, 106.8428823722581 -6.199076111899719, 106.84286486373999 -6.199052504395901, 106.8428497534702 -6.19902729443379, 106.8428371869689 -6.199000724799105, 106.84282728525832 -6.198973051371949, 106.8428201436974 -6.198944540662555, 106.84281583106325 -6.19891546724464, 106.84281438888888 -6.198886111111111, 106.84281583106325 -6.198856754977583, 106.8428201436974 -6.198827681559668, 106.84282728525832 -6.198799170850274, 106.8428371869689 -6.198771497423118, 106.8428497534702 -6.198744927788432, 106.84286486373999 -6.198719717826322, 106.8428823722581 -6.198696110322504, 106.84290211040792 -6.198674332630146, 106.84292388810027 -6.198654594480329, 106.8429474956041 -6.198637085962226, 106.8429727055662 -6.198621975692439, 106.84299927520088 -6.198609409191124, 106.84302694862804 -6.1985995074805595, 106.84305545933744 -6.19859236591963, 106.84308453275536 -6.198588053285473, 106.84311388888888 -6.198586611111112, 106.8431432450224 -6.198588053285473, 106.84317231844032 -6.19859236591963, 106.84320082914972 -6.1985995074805595, 106.84322850257688 -6.198609409191124, 106.84325507221156 -6.198621975692439, 106.84328028217367 -6.198637085962226, 106.84330388967749 -6.198654594480329, 106.84332566736984 -6.198674332630146, 106.84334540551966 -6.198696110322504, 106.84336291403777 -6.198719717826322, 106.84337802430755 -6.198744927788432, 106.84339059080887 -6.198771497423118, 106.84340049251944 -6.198799170850274, 106.84340763408036 -6.198827681559668, 106.84341194671451 -6.198856754977583, 106.84341338888888 -6.198886111111111))"
3G_SCTV_TOWER,"POLYGON ((106.7973995 -6.227888888888889, 106.79739805782563 -6.227918245022417, 106.79739374519148 -6.227947318440332, 106.79738660363056 -6.2279758291497265, 106.79737670191999 -6.2280035025768825, 106.79736413541868 -6.228030072211568, 106.79734902514889 -6.2280552821736785, 106.79733151663078 -6.228078889677496, 106.79731177848096 -6.228100667369854, 106.7972900007886 -6.228120405519671, 106.79726639328479 -6.228137914037774, 106.79724118332268 -6.228153024307561, 106.797214613688 -6.228165590808876, 106.79718694026084 -6.228175492519441, 106.79715842955144 -6.22818263408037, 106.79712935613352 -6.228186946714527, 106.7971 -6.2281883888888885, 106.79707064386648 -6.228186946714527, 106.79704157044856 -6.22818263408037, 106.79701305973916 -6.228175492519441, 106.796985386312 -6.228165590808876, 106.79695881667732 -6.228153024307561, 106.79693360671521 -6.228137914037774, 106.7969099992114 -6.228120405519671, 106.79688822151904 -6.228100667369854, 106.79686848336922 -6.228078889677496, 106.79685097485111 -6.2280552821736785, 106.79683586458133 -6.228030072211568, 106.79682329808001 -6.2280035025768825, 106.79681339636944 -6.2279758291497265, 106.79680625480852 -6.227947318440332, 106.79680194217437 -6.227918245022417, 106.7968005 -6.227888888888889, 106.79680194217437 -6.22785953275536, 106.79680625480852 -6.227830459337445, 106.79681339636944 -6.227801948628051, 106.79682329808001 -6.227774275200895, 106.79683586458133 -6.22774770556621, 106.79685097485111 -6.227722495604099, 106.79686848336922 -6.2276988881002815, 106.79688822151904 -6.227677110407924, 106.7969099992114 -6.227657372258107, 106.79693360671521 -6.227639863740004, 106.79695881667732 -6.2276247534702165, 106.796985386312 -6.227612186968901, 106.79701305973916 -6.227602285258337, 106.79704157044856 -6.227595143697408, 106.79707064386648 -6.22759083106325, 106.7971 -6.227589388888889, 106.79712935613352 -6.22759083106325, 106.79715842955144 -6.227595143697408, 106.79718694026084 -6.227602285258337, 106.797214613688 -6.227612186968901, 106.79724118332268 -6.2276247534702165, 106.79726639328479 -6.227639863740004, 106.7972900007886 -6.227657372258107, 106.79731177848096 -6.227677110407924, 106.79733151663078 -6.2276988881002815, 106.79734902514889 -6.227722495604099, 106.79736413541868 -6.22774770556621, 106.79737670191999 -6.227774275200895, 106.79738660363056 -6.227801948628051, 106.79739374519148 -6.227830459337445, 106.79739805782563 -6.22785953275536, 106.7973995 -6.227888888888889))"
Blok B Tanah Abang,"POLYGON ((106.81506894444443 -6.187686111111112, 106.81506750227007 -6.18771546724464, 106.81506318963592 -6.187744540662555, 106.815056048075 -6.187773051371949, 106.81504614636442 -6.187800724799105, 106.81503357986311 -6.187827294433791, 106.81501846959333 -6.187852504395901, 106.81500096107521 -6.187876111899719, 106.8149812229254 -6.187897889592077, 106.81495944523304 -6.187917627741894, 106.81493583772922 -6.187935136259997, 106.81491062776712 -6.187950246529784, 106.81488405813244 -6.187962813031099, 106.81485638470528 -6.187972714741663, 106.81482787399588 -6.187979856302593, 106.81479880057796 -6.18798416893675, 106.81476944444444 -6.187985611111111, 106.81474008831091 -6.18798416893675, 106.81471101489299 -6.187979856302593, 106.8146825041836 -6.187972714741663, 106.81465483075644 -6.187962813031099, 106.81462826112175 -6.187950246529784, 106.81460305115965 -6.187935136259997, 106.81457944365583 -6.187917627741894, 106.81455766596348 -6.187897889592077, 106.81453792781366 -6.187876111899719, 106.81452041929555 -6.187852504395901, 106.81450530902576 -6.187827294433791, 106.81449274252445 -6.187800724799105, 106.81448284081388 -6.187773051371949, 106.81447569925295 -6.187744540662555, 106.8144713866188 -6.18771546724464, 106.81446994444444 -6.187686111111112, 106.8144713866188 -6.187656754977583, 106.81447569925295 -6.187627681559668, 106.81448284081388 -6.187599170850274, 106.81449274252445 -6.187571497423118, 106.81450530902576 -6.187544927788433, 106.81452041929555 -6.187519717826322, 106.81453792781366 -6.187496110322504, 106.81455766596348 -6.1874743326301465, 106.81457944365583 -6.18745459448033, 106.81460305115965 -6.187437085962227, 106.81462826112175 -6.187421975692439, 106.81465483075644 -6.187409409191124, 106.8146825041836 -6.18739950748056, 106.81471101489299 -6.187392365919631, 106.81474008831091 -6.187388053285473, 106.81476944444444 -6.187386611111112, 106.81479880057796 -6.187388053285473, 106.81482787399588 -6.187392365919631, 106.81485638470528 -6.18739950748056, 106.81488405813244 -6.187409409191124, 106.81491062776712 -6.187421975692439, 106.81493583772922 -6.187437085962227, 106.81495944523304 -6.18745459448033, 106.8149812229254 -6.1874743326301465, 106.81500096107521 -6.187496110322504, 106.81501846959333 -6.187519717826322, 106.81503357986311 -6.187544927788433, 106.81504614636442 -6.187571497423118, 106.815056048075 -6.187599170850274, 106.81506318963592 -6.187627681559668, 106.81506750227007 -6.187656754977583, 106.81506894444443 -6.187686111111112))"
TCC BATAVIA,"POLYGON ((106.81643838888888 -6.211194444444445, 106.81643694671452 -6.211223800577973, 106.81643263408037 -6.211252873995888, 106.81642549251944 -6.211281384705282, 106.81641559080887 -6.211309058132438, 106.81640302430756 -6.211335627767124, 106.81638791403778 -6.211360837729234, 106.81637040551966 -6.211384445233052, 106.81635066736985 -6.21140622292541, 106.8163288896775 -6.211425961075227, 106.81630528217367 -6.21144346959333, 106.81628007221157 -6.211458579863117, 106.81625350257688 -6.211471146364432, 106.81622582914973 -6.2114810480749965, 106.81619731844033 -6.211488189635926, 106.81616824502241 -6.211492502270083, 106.81613888888889 -6.211493944444444, 106.81610953275536 -6.211492502270083, 106.81608045933744 -6.211488189635926, 106.81605194862804 -6.2114810480749965, 106.81602427520089 -6.211471146364432, 106.8159977055662 -6.211458579863117, 106.8159724956041 -6.21144346959333, 106.81594888810028 -6.211425961075227, 106.81592711040793 -6.21140622292541, 106.81590737225811 -6.211384445233052, 106.81588986374 -6.211360837729234, 106.81587475347021 -6.211335627767124, 106.8158621869689 -6.211309058132438, 106.81585228525833 -6.211281384705282, 106.8158451436974 -6.211252873995888, 106.81584083106326 -6.211223800577973, 106.81583938888889 -6.211194444444445, 106.81584083106326 -6.211165088310916, 106.8158451436974 -6.211136014893001, 106.81585228525833 -6.211107504183607, 106.8158621869689 -6.211079830756451, 106.81587475347021 -6.211053261121766, 106.81588986374 -6.211028051159655, 106.81590737225811 -6.211004443655837, 106.81592711040793 -6.2109826659634795, 106.81594888810028 -6.210962927813663, 106.8159724956041 -6.21094541929556, 106.8159977055662 -6.210930309025772, 106.81602427520089 -6.210917742524457, 106.81605194862804 -6.210907840813893, 106.81608045933744 -6.210900699252964, 106.81610953275536 -6.210896386618806, 106.81613888888889 -6.210894944444445, 106.81616824502241 -6.210896386618806, 106.81619731844033 -6.210900699252964, 106.81622582914973 -6.210907840813893, 106.81625350257688 -6.210917742524457, 106.81628007221157 -6.210930309025772, 106.81630528217367 -6.21094541929556, 106.8163288896775 -6.210962927813663, 106.81635066736985 -6.2109826659634795, 106.81637040551966 -6.211004443655837, 106.81638791403778 -6.211028051159655, 106.81640302430756 -6.211053261121766, 106.81641559080887 -6.211079830756451, 106.81642549251944 -6.211107504183607, 106.81643263408037 -6.211136014893001, 106.81643694671452 -6.211165088310916, 106.81643838888888 -6.211194444444445))"
APARTEMENCEMPAKAMAS2,"POLYGON ((106.87603283333333 -6.164700000000001, 106.87603139115896 -6.164729356133529, 106.87602707852481 -6.164758429551444, 106.87601993696389 -6.164786940260838, 106.87601003525332 -6.164814613687994, 106.875997468752 -6.16484118332268, 106.87598235848222 -6.1648663932847905, 106.8759648499641 -6.164890000788608, 106.87594511181429 -6.164911778480966, 106.87592333412194 -6.164931516630783, 106.87589972661812 -6.164949025148886, 106.87587451665601 -6.164964135418673, 106.87584794702133 -6.164976701919988, 106.87582027359417 -6.1649866036305525, 106.87579176288477 -6.164993745191482, 106.87576268946685 -6.164998057825639, 106.87573333333333 -6.1649995, 106.8757039771998 -6.164998057825639, 106.87567490378188 -6.164993745191482, 106.87564639307249 -6.1649866036305525, 106.87561871964533 -6.164976701919988, 106.87559215001065 -6.164964135418673, 106.87556694004854 -6.164949025148886, 106.87554333254472 -6.164931516630783, 106.87552155485237 -6.164911778480966, 106.87550181670255 -6.164890000788608, 106.87548430818444 -6.1648663932847905, 106.87546919791465 -6.16484118332268, 106.87545663141334 -6.164814613687994, 106.87544672970277 -6.164786940260838, 106.87543958814184 -6.164758429551444, 106.8754352755077 -6.164729356133529, 106.87543383333333 -6.164700000000001, 106.8754352755077 -6.164670643866472, 106.87543958814184 -6.164641570448557, 106.87544672970277 -6.164613059739163, 106.87545663141334 -6.164585386312007, 106.87546919791465 -6.164558816677322, 106.87548430818444 -6.164533606715211, 106.87550181670255 -6.164509999211393, 106.87552155485237 -6.1644882215190355, 106.87554333254472 -6.164468483369219, 106.87556694004854 -6.164450974851116, 106.87559215001065 -6.164435864581328, 106.87561871964533 -6.164423298080013, 106.87564639307249 -6.164413396369449, 106.87567490378188 -6.16440625480852, 106.8757039771998 -6.164401942174362, 106.87573333333333 -6.164400500000001, 106.87576268946685 -6.164401942174362, 106.87579176288477 -6.16440625480852, 106.87582027359417 -6.164413396369449, 106.87584794702133 -6.164423298080013, 106.87587451665601 -6.164435864581328, 106.87589972661812 -6.164450974851116, 106.87592333412194 -6.164468483369219, 106.87594511181429 -6.1644882215190355, 106.8759648499641 -6.164509999211393, 106.87598235848222 -6.164533606715211, 106.875997468752 -6.164558816677322, 106.87601003525332 -6.164585386312007, 106.87601993696389 -6.164613059739163, 106.87602707852481 -6.164641570448557, 106.87603139115896 -6.164670643866472, 106.87603283333333 -6.164700000000001))"
Bandara Adi Sumarmo,"POLYGON ((110.7502995 -7.513558333333333, 110.75029805782563 -7.513587689466862, 110.75029374519148 -7.5136167628847765, 110.75028660363056 -7.513645273594171, 110.75027670191999 -7.513672947021327, 110.75026413541867 -7.513699516656012, 110.75024902514889 -7.513724726618123, 110.75023151663078 -7.51374833412194, 110.75021177848096 -7.513770111814298, 110.7501900007886 -7.513789849964115, 110.75016639328479 -7.513807358482218, 110.75014118332268 -7.513822468752005, 110.750114613688 -7.5138350352533205, 110.75008694026084 -7.513844936963885, 110.75005842955144 -7.513852078524814, 110.75002935613352 -7.5138563911589715, 110.75 -7.513857833333333, 110.74997064386648 -7.5138563911589715, 110.74994157044856 -7.513852078524814, 110.74991305973916 -7.513844936963885, 110.749885386312 -7.5138350352533205, 110.74985881667732 -7.513822468752005, 110.74983360671521 -7.513807358482218, 110.7498099992114 -7.513789849964115, 110.74978822151904 -7.513770111814298, 110.74976848336922 -7.51374833412194, 110.74975097485111 -7.513724726618123, 110.74973586458133 -7.513699516656012, 110.74972329808001 -7.513672947021327, 110.74971339636944 -7.513645273594171, 110.74970625480852 -7.5136167628847765, 110.74970194217437 -7.513587689466862, 110.7497005 -7.513558333333333, 110.74970194217437 -7.513528977199805, 110.74970625480852 -7.51349990378189, 110.74971339636944 -7.5134713930724955, 110.74972329808001 -7.513443719645339, 110.74973586458133 -7.513417150010654, 110.74975097485111 -7.513391940048543, 110.74976848336922 -7.513368332544726, 110.74978822151904 -7.513346554852368, 110.7498099992114 -7.513326816702551, 110.74983360671521 -7.513309308184448, 110.74985881667732 -7.513294197914661, 110.749885386312 -7.513281631413346, 110.74991305973916 -7.513271729702781, 110.74994157044856 -7.513264588141852, 110.74997064386648 -7.513260275507695, 110.75 -7.513258833333333, 110.75002935613352 -7.513260275507695, 110.75005842955144 -7.513264588141852, 110.75008694026084 -7.513271729702781, 110.750114613688 -7.513281631413346, 110.75014118332268 -7.513294197914661, 110.75016639328479 -7.513309308184448, 110.7501900007886 -7.513326816702551, 110.75021177848096 -7.513346554852368, 110.75023151663078 -7.513368332544726, 110.75024902514889 -7.513391940048543, 110.75026413541867 -7.513417150010654, 110.75027670191999 -7.513443719645339, 110.75028660363056 -7.5134713930724955, 110.75029374519148 -7.51349990378189, 110.75029805782563 -7.513528977199805, 110.7502995 -7.513558333333333))"
