Polygon_Name,Concatenate,rsrp-pop ,RSRP Percentage,RSRP-AVG,Review (Detail Reason)
1338_AMARIS HOTEL JAKARTA,1338_AMARIS HOTEL JAKARTA|4435629E_CO|430149|4,3811,26%,-78.43846759,NOT GO -> Covered by Surrounding
1338_AMARIS HOTEL JAKARTA,1338_AMARIS HOTEL JAKARTA|4435629E_CO|430149|7,4891,33%,-79.30627684,NOT GO -> Covered by Surrounding
1339_Jakarta International Stadium,1339_Jakarta International Stadium|4412499E|411058|4,87,15%,-85.57471264,OK -> GO
1339_Jakarta International Stadium,1339_Jakarta International Stadium|4412499E|411058|42,55,9%,-100.9818182,OK -> GO
1339_Jakarta International Stadium,1339_Jakarta International Stadium|4412499E|411058|5,135,23%,-92.51851852,OK -> GO
1339_Jakarta International Stadium,1339_Jakarta International Stadium|541PC066N_CO|420600|12,38,6%,-108.7631579,OK -> GO
1339_Jakarta International Stadium,1339_Jakarta International Stadium|541PC066N_CO|421480|4,75,13%,-84.16,OK -> GO
1339_Jakarta International Stadium,1339_Jakarta International Stadium|MC4412916E_CO|410497|6,38,6%,-92.68421053,OK -> GO
134_Itcmanggadua,134_Itcmanggadua|442PC006E-LTE-MANGGA-DUA|420273|4,1145,18%,-83.26026201,NOT GO -> Have Pico
134_Itcmanggadua,134_Itcmanggadua|442PC006E-LTE-MANGGA-DUA|420273|5,1006,16%,-84.51292247,NOT GO -> Have Pico
134_Itcmanggadua,134_Itcmanggadua|442PC006E-LTE-MANGGA-DUA|420273|6,765,12%,-87.66797386,NOT GO -> Have Pico
134_Itcmanggadua,134_Itcmanggadua|442PC006E-LTE-MANGGA-DUA|420273|7,597,10%,-92.01675042,NOT GO -> Have Pico
134_Itcmanggadua,134_Itcmanggadua|442PC006E-LTE-MANGGA-DUA|420273|8,691,11%,-87.93777135,NOT GO -> Have Pico
134_Itcmanggadua,134_Itcmanggadua|442PC006E-LTE-MANGGA-DUA|420273|9,556,9%,-93.47841727,NOT GO -> Have Pico
134_Itcmanggadua,134_Itcmanggadua|442PC052E|421406|24,655,10%,-75.14503817,NOT GO -> Have Pico
134_Itcmanggadua,134_Itcmanggadua|442PC052E|421406|27,455,7%,-78.83076923,NOT GO -> Have Pico
1340_SENAYAN PARK,1340_SENAYAN PARK|441PC371E|430794|12,1130,6%,-99.44690265,OK -> GO
1340_SENAYAN PARK,1340_SENAYAN PARK|441PC371E|430794|18,4324,25%,-93.06197965,OK -> GO
1340_SENAYAN PARK,1340_SENAYAN PARK|4425483E|420236|5,5765,33%,-95.18976583,OK -> GO
1340_SENAYAN PARK,1340_SENAYAN PARK|4425483E|420236|8,2354,13%,-98.08411215,OK -> GO
1340_SENAYAN PARK,1340_SENAYAN PARK|442PC002E_CO|420983|25,997,6%,-92.7442327,OK -> GO
1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE,1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE|4415693E_C2|411051|3,263,16%,-99.81368821,OK -> GO
1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE,1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE|4415693E_C2|411051|6,112,7%,-101.7053571,OK -> GO
1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE,1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE|4415693E_C2|411051|9,99,6%,-99.06060606,OK -> GO
1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE,1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE|441PX481E_CO|410418|15,82,5%,-90.56097561,OK -> GO
1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE,1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE|441PX481E_CO|410418|5,349,22%,-90.9713467,OK -> GO
1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE,1341_APARTMENT SENTRA TIMUR TOWER SAPHIRE|SH4412749E_CO|410431|1,184,11%,-96.02717391,OK -> GO
135_MALLANCOLBEACHCITY,135_MALLANCOLBEACHCITY|541PC066N_CO|421480|4,631,49%,-80.03645008,NOT GO -> Have Pico
135_MALLANCOLBEACHCITY,135_MALLANCOLBEACHCITY|541PC066N_CO|421480|5,148,11%,-79.72297297,NOT GO -> Have Pico
135_MALLANCOLBEACHCITY,135_MALLANCOLBEACHCITY|541PC066N_CO|421480|7,168,13%,-84.95238095,NOT GO -> Have Pico
135_MALLANCOLBEACHCITY,135_MALLANCOLBEACHCITY|541PC066N_CO|421480|8,67,5%,-82.95522388,NOT GO -> Have Pico
136_Manggaduasqr,136_Manggaduasqr|4413451E_CO|410195|5,976,13%,-91.38422131,NOT GO -> Have Pico
136_Manggaduasqr,136_Manggaduasqr|4415035E_CO|410142|5,465,6%,-88.67741935,NOT GO -> Have Pico
136_Manggaduasqr,136_Manggaduasqr|441PC508E_CO|410748|4,560,7%,-98.52857143,NOT GO -> Have Pico
136_Manggaduasqr,136_Manggaduasqr|441PC508E_CO|410748|5,1756,23%,-90.71810934,NOT GO -> Have Pico
136_Manggaduasqr,136_Manggaduasqr|441PC508E_CO|410748|6,1260,17%,-91.28809524,NOT GO -> Have Pico
136_Manggaduasqr,136_Manggaduasqr|441PC508E_CO|410748|8,968,13%,-91.55785124,NOT GO -> Have Pico
137_Pasarpagimg2,137_Pasarpagimg2|4412290E_CO|420620|5,312,5%,-95.32371795,NOT GO -> Have Pico
137_Pasarpagimg2,137_Pasarpagimg2|442PC484E-LTE-PSPAGIMG2|420597|4,3135,52%,-91.71929825,NOT GO -> Have Pico
137_Pasarpagimg2,137_Pasarpagimg2|442PC484E-LTE-PSPAGIMG2|420597|7,1828,31%,-92.84573304,NOT GO -> Have Pico
138_Plzmaspion,138_Plzmaspion|4415487E_CO|410236|5,5761,22%,-83.95955563,NOT GO -> Have Pico
138_Plzmaspion,138_Plzmaspion|4415487E_CO|410236|8,3349,13%,-91.08330845,NOT GO -> Have Pico
138_Plzmaspion,138_Plzmaspion|441PC404E-LTE-PLAZA-MASPION|410434|4,6881,26%,-86.98648452,NOT GO -> Have Pico
138_Plzmaspion,138_Plzmaspion|441PL299E_CO|421256|17,3773,14%,-83.31009807,NOT GO -> Have Pico
139_Rusunamibndrkmyrn-MAC,139_Rusunamibndrkmyrn-MAC|4425692E_CO|420251|15,6062,41%,-72.35153415,NOT GO -> Have Pico
139_Rusunamibndrkmyrn-MAC,139_Rusunamibndrkmyrn-MAC|4425692E_CO|420251|18,3258,22%,-80.21577655,NOT GO -> Have Pico
139_Rusunamibndrkmyrn-MAC,139_Rusunamibndrkmyrn-MAC|4425692E_CO|420251|4,824,6%,-82.37014563,NOT GO -> Have Pico
139_Rusunamibndrkmyrn-MAC,139_Rusunamibndrkmyrn-MAC|4425692E_CO|420251|5,1318,9%,-75.88239757,NOT GO -> Have Pico
14_GDGUSAYANA,14_GDGUSAYANA|4415732E_BB|411285|11,1356,17%,-73.27876106,NOT GO -> Covered by Surrounding
14_GDGUSAYANA,14_GDGUSAYANA|4415732E_BB|411285|14,1543,19%,-73.83020091,NOT GO -> Covered by Surrounding
14_GDGUSAYANA,14_GDGUSAYANA|4415732E_BB|411285|17,741,9%,-76.66531714,NOT GO -> Covered by Surrounding
14_GDGUSAYANA,14_GDGUSAYANA|4415732E_CO|410250|5,646,8%,-74.10990712,NOT GO -> Covered by Surrounding
14_GDGUSAYANA,14_GDGUSAYANA|4415732E_CO|410250|6,1172,14%,-73.0887372,NOT GO -> Covered by Surrounding
14_GDGUSAYANA,14_GDGUSAYANA|4415732E_CO|410250|8,978,12%,-75.05419223,NOT GO -> Covered by Surrounding
14_GDGUSAYANA,14_GDGUSAYANA|4415732E_CO|410250|9,523,6%,-75.57170172,NOT GO -> Covered by Surrounding
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|441PX457E|420599|4,4878,33%,-80.4899549,NOT GO -> Have Pico
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|4424372E-LTE-TONGKOL-ANCOL|420751|5,1594,11%,-93.1097867,NOT GO -> Have Pico
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|4424806E-LTE-LODAN-RAYA|420614|8,1184,8%,-95.24577703,NOT GO -> Have Pico
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|MC4424753E_CO|420650|1,743,5%,-86.18707941,NOT GO -> Have Pico
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|MC4424753E_CO|420650|2,771,5%,-83.55252918,NOT GO -> Have Pico
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|MC4424753E_CO|420650|4,1467,10%,-79.55146558,NOT GO -> Have Pico
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|MC4424753E_CO|420650|6,911,6%,-79.73216246,NOT GO -> Have Pico
140_Universitasbundamulia-MAC,140_Universitasbundamulia-MAC|MC4424753E_CO|420650|9,1474,10%,-84.89891452,NOT GO -> Have Pico
141_Wtcmgdua,141_Wtcmgdua|4413451E_CO|410195|4,673,17%,-104.6612184,NOT GO -> Have Pico
141_Wtcmgdua,141_Wtcmgdua|441PC508E|411335|26,475,12%,-103.8568421,NOT GO -> Have Pico
141_Wtcmgdua,141_Wtcmgdua|442PC169E-LTE-WTC-MANGGA-DUA|420601|5,256,6%,-93.9921875,NOT GO -> Have Pico
141_Wtcmgdua,141_Wtcmgdua|442PC169E-LTE-WTC-MANGGA-DUA|420601|9,429,11%,-98.53613054,NOT GO -> Have Pico
141_Wtcmgdua,141_Wtcmgdua|5424859N_CO|420937|1,435,11%,-105.0114943,NOT GO -> Have Pico
141_Wtcmgdua,141_Wtcmgdua|MC4424754E-LTE-BUDHI-MULYA-UTARA|420309|7,889,22%,-106.6569179,NOT GO -> Have Pico
142_Aptcitygarden-MAC,142_Aptcitygarden-MAC|441PC182E-LTE-CITY-GARDEN-APARTMENT-1|420596|4,8221,23%,-79.24705024,NOT GO -> Have Pico
142_Aptcitygarden-MAC,142_Aptcitygarden-MAC|441PC182E-LTE-CITY-GARDEN-APARTMENT-1|420596|5,3232,9%,-76.98174505,NOT GO -> Have Pico
142_Aptcitygarden-MAC,142_Aptcitygarden-MAC|441PL256E_C2|421460|24,2058,6%,-79.88143829,NOT GO -> Have Pico
142_Aptcitygarden-MAC,142_Aptcitygarden-MAC|442V245E_C2|421321|16,8221,23%,-80.36540567,NOT GO -> Have Pico
142_Aptcitygarden-MAC,142_Aptcitygarden-MAC|442V245E_C2|421321|19,7761,22%,-80.52209767,NOT GO -> Have Pico
143_Aptcitypark-MAC,143_Aptcitypark-MAC|441PL253E_BB|421456|24,8622,16%,-84.85861749,NOT GO -> Have Pico
143_Aptcitypark-MAC,143_Aptcitypark-MAC|441PL253E_BB|421456|27,6295,12%,-92.03272438,NOT GO -> Have Pico
143_Aptcitypark-MAC,143_Aptcitypark-MAC|441PL253E_CO|421455|16,2811,5%,-84.42689434,NOT GO -> Have Pico
143_Aptcitypark-MAC,143_Aptcitypark-MAC|441PL253E_CO|421455|4,6720,13%,-82.04375,NOT GO -> Have Pico
143_Aptcitypark-MAC,143_Aptcitypark-MAC|441PL253E_CO|421455|6,5139,10%,-83.16306674,NOT GO -> Have Pico
143_Aptcitypark-MAC,143_Aptcitypark-MAC|441PL253E_CO|421455|7,3546,7%,-90.69966159,NOT GO -> Have Pico
143_Aptcitypark-MAC,143_Aptcitypark-MAC|4424602E_CO|421436|5,4623,9%,-83.54596582,NOT GO -> Have Pico
144_Aptgreenparkviewf-MAC,144_Aptgreenparkviewf-MAC|441PL071E_CO|420442|5,3845,12%,-84.79713914,NOT GO -> Have Pico
144_Aptgreenparkviewf-MAC,144_Aptgreenparkviewf-MAC|441PX477E_CO|420352|4,4377,14%,-77.07379484,NOT GO -> Have Pico
144_Aptgreenparkviewf-MAC,144_Aptgreenparkviewf-MAC|441PX477E_CO|420352|5,8154,26%,-78.68444935,NOT GO -> Have Pico
144_Aptgreenparkviewf-MAC,144_Aptgreenparkviewf-MAC|441PX477E_CO|420352|7,6653,21%,-85.08612656,NOT GO -> Have Pico
144_Aptgreenparkviewf-MAC,144_Aptgreenparkviewf-MAC|MC4410047E_CO|420074|8,2385,8%,-80.47924528,NOT GO -> Have Pico
145_Htlastondeltajkt-MAC,145_Htlastondeltajkt-MAC|441PX360E|420821|4,1443,9%,-78.46569647,NOT GO -> Have Pico
145_Htlastondeltajkt-MAC,145_Htlastondeltajkt-MAC|4424432E_CO|420169|4,1932,12%,-73.26086957,NOT GO -> Have Pico
145_Htlastondeltajkt-MAC,145_Htlastondeltajkt-MAC|4424432E_CO|420169|5,2663,17%,-71.19001127,NOT GO -> Have Pico
145_Htlastondeltajkt-MAC,145_Htlastondeltajkt-MAC|4424432E_CO|420169|8,6619,42%,-85.14005137,NOT GO -> Have Pico
145_Htlastondeltajkt-MAC,145_Htlastondeltajkt-MAC|4424432E_CO|420169|9,1029,7%,-80.08163265,NOT GO -> Have Pico
146_Malltmnpalem,146_Malltmnpalem|442PC228E-LTE-TAMAN-PALEM-CENGKARENG|420733|4,7255,27%,-86.28104755,NOT GO -> Have Pico
146_Malltmnpalem,146_Malltmnpalem|442PC228E-LTE-TAMAN-PALEM-CENGKARENG|420733|5,6266,23%,-84.40153208,NOT GO -> Have Pico
146_Malltmnpalem,146_Malltmnpalem|MC4424271E-LTE-MALL-TAMANPALEM|420443|5,10269,38%,-76.91459733,NOT GO -> Have Pico
147_Puriartaprima,147_Puriartaprima|441PC165E_CO|420817|4,1496,18%,-88.28342246,NOT GO -> Good Coverage from Surrounding
147_Puriartaprima,147_Puriartaprima|4422090E_CO|421029|3,2043,24%,-93.1957905,NOT GO -> Good Coverage from Surrounding
147_Puriartaprima,147_Puriartaprima|4422090E_CO|421029|6,1306,16%,-94.58728943,NOT GO -> Good Coverage from Surrounding
147_Puriartaprima,147_Puriartaprima|4422090E_CO|421029|9,759,9%,-98.50461133,NOT GO -> Good Coverage from Surrounding
147_Puriartaprima,147_Puriartaprima|4425592E|420996|4,1166,14%,-89.67838765,NOT GO -> Good Coverage from Surrounding
147_Puriartaprima,147_Puriartaprima|4425592E|420996|7,659,8%,-92.10925645,NOT GO -> Good Coverage from Surrounding
148_Aptmedgrdn1,148_Aptmedgrdn1|4411115E_CO|420115|1,7569,12%,-99.88175453,NOT GO -> Have Pico
148_Aptmedgrdn1,148_Aptmedgrdn1|4411115E_CO|420115|4,8520,14%,-91.04225352,NOT GO -> Have Pico
148_Aptmedgrdn1,148_Aptmedgrdn1|4411115E_CO|420115|7,6273,10%,-95.75402519,NOT GO -> Have Pico
148_Aptmedgrdn1,148_Aptmedgrdn1|441PC913E-LTE-MEDITERAN|420356|4,5796,9%,-100.4792961,NOT GO -> Have Pico
148_Aptmedgrdn1,148_Aptmedgrdn1|4424813E|420905|5,11552,19%,-95.40893352,NOT GO -> Have Pico
148_Aptmedgrdn1,148_Aptmedgrdn1|4424813E|420905|8,11035,18%,-98.03688265,NOT GO -> Have Pico
149_Aptmediteraniatjdurenefk-MAC,149_Aptmediteraniatjdurenefk-MAC|4411115E_CO|420115|1,9639,41%,-98.72683888,NOT GO -> Have Pico
149_Aptmediteraniatjdurenefk-MAC,149_Aptmediteraniatjdurenefk-MAC|4411115E_CO|420115|4,2320,10%,-98.79827586,NOT GO -> Have Pico
149_Aptmediteraniatjdurenefk-MAC,149_Aptmediteraniatjdurenefk-MAC|441PC913E-LTE-MEDITERAN|420356|5,1845,8%,-90.72628726,NOT GO -> Have Pico
149_Aptmediteraniatjdurenefk-MAC,149_Aptmediteraniatjdurenefk-MAC|4432011E|421414|7,1955,8%,-100.571867,NOT GO -> Have Pico
149_Aptmediteraniatjdurenefk-MAC,149_Aptmediteraniatjdurenefk-MAC|MC4424915E_CO|420313|4,1593,7%,-97.85059636,NOT GO -> Have Pico
15_WASKITAKARYA,15_WASKITAKARYA|441PL115E|430925|21,361,6%,-96.64819945,OK -> GO
15_WASKITAKARYA,15_WASKITAKARYA|4435163E_C2|430893|6,442,8%,-83.92986425,OK -> GO
15_WASKITAKARYA,15_WASKITAKARYA|4435163E_C2|430893|9,323,6%,-93.61609907,OK -> GO
15_WASKITAKARYA,15_WASKITAKARYA|SH4441000E_CO|440642|2,597,10%,-102.1557789,OK -> GO
15_WASKITAKARYA,15_WASKITAKARYA|SH4441000E_CO|440642|7,1258,21%,-104.2702703,OK -> GO
15_WASKITAKARYA,15_WASKITAKARYA|SH4441000E_CO|440642|8,444,8%,-101.536036,OK -> GO
150_Aptmediteraniatjdurenghj-MAC,150_Aptmediteraniatjdurenghj-MAC|441PX381E_CO|430010|4,1756,15%,-93.17312073,NOT GO -> Have Pico
150_Aptmediteraniatjdurenghj-MAC,150_Aptmediteraniatjdurenghj-MAC|441PX381E_CO|430010|5,3487,29%,-101.8531689,NOT GO -> Have Pico
150_Aptmediteraniatjdurenghj-MAC,150_Aptmediteraniatjdurenghj-MAC|MC4424915E_CO|420313|4,1343,11%,-101.4698436,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|441PX534E_CO|420136|4,987,7%,-85.72644377,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|4425121E_CO|420208|14,1487,11%,-95.91862811,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|4425679E_CO|420250|3,731,5%,-103.9288646,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|442PC014E-LTE-MALL-TAMAN-ANGGREK|420274|5,1711,12%,-104.7340736,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|442PC014E-LTE-MALL-TAMAN-ANGGREK|420274|6,839,6%,-93.15137068,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|442PC014E-LTE-MALL-TAMAN-ANGGREK|420274|8,1110,8%,-105.1234234,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|541PX534N_C2|420995|7,2073,15%,-91.23733719,NOT GO -> Have Pico
151_Apttanggrek1,151_Apttanggrek1|BH4424741E-LTE-ANGGREK-NELIMURNI|420357|6,1056,8%,-103.8039773,NOT GO -> Have Pico
152_Centralparkhotelapt,152_Centralparkhotelapt|4425736E_CO|420262|1,3360,12%,-81.20029762,NOT GO -> Have Pico
152_Centralparkhotelapt,152_Centralparkhotelapt|4425736E_CO|420262|14,7806,27%,-82.30886498,NOT GO -> Have Pico
152_Centralparkhotelapt,152_Centralparkhotelapt|4425736E_CO|420262|17,4683,16%,-82.46636771,NOT GO -> Have Pico
152_Centralparkhotelapt,152_Centralparkhotelapt|4425736E_CO|420262|4,6382,22%,-83.96505798,NOT GO -> Have Pico
152_Centralparkhotelapt,152_Centralparkhotelapt|4425736E_CO|420262|7,6500,22%,-84.37646154,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|441PX382E_CO|420134|4,3602,5%,-83.5955025,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|441PX534E_CO|420136|16,9283,14%,-78.74652591,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|441PX534E_CO|420136|24,4818,7%,-78.61353259,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|441PX534E_CO|420136|34,10067,15%,-78.09148704,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|441PX534E_CO|420136|45,6812,10%,-77.56870229,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|541PX534N_C2|420995|19,5301,8%,-81.48820977,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|541PX534N_C2|420995|27,7464,11%,-89.72575027,NOT GO -> Have Pico
153_Centralparkoffic,153_Centralparkoffic|541PX534N_C2|420995|37,7859,12%,-81.24837766,NOT GO -> Have Pico
154_Citraland,154_Citraland|4425492E-LTE-GROGOL-FLYOVER|420358|5,8822,41%,-84.0629109,NOT GO -> Have Pico
154_Citraland,154_Citraland|4425492E-LTE-GROGOL-FLYOVER|420358|8,11208,52%,-78.31914704,NOT GO -> Have Pico
155_Htlbfashion-IBS,155_Htlbfashion-IBS|441PX180E_CO|421395|4,9821,15%,-76.40667956,NOT GO -> Have Pico
155_Htlbfashion-IBS,155_Htlbfashion-IBS|441PX180E_CO|421395|5,30652,46%,-77.83674801,NOT GO -> Have Pico
155_Htlbfashion-IBS,155_Htlbfashion-IBS|4425060E_CO|420195|4,8257,12%,-80.71006419,NOT GO -> Have Pico
155_Htlbfashion-IBS,155_Htlbfashion-IBS|4425060E_CO|420195|7,6310,9%,-88.38383518,NOT GO -> Have Pico
156_Htlmercure,156_Htlmercure|4424813E|420905|6,10838,43%,-82.99833918,OK -> GO
156_Htlmercure,156_Htlmercure|4424813E|420905|9,12149,48%,-86.42036382,OK -> GO
157_Malltanggrek,157_Malltanggrek|441PX534E_CO|420136|4,3903,8%,-85.6302844,NOT GO -> Have Pico
157_Malltanggrek,157_Malltanggrek|441PX534E_CO|420136|5,2882,6%,-85.49167245,NOT GO -> Have Pico
157_Malltanggrek,157_Malltanggrek|442PC014E-LTE-MALL-TAMAN-ANGGREK|420274|5,14642,29%,-91.2552247,NOT GO -> Have Pico
157_Malltanggrek,157_Malltanggrek|442PC014E-LTE-MALL-TAMAN-ANGGREK|420274|6,5267,10%,-93.81203721,NOT GO -> Have Pico
157_Malltanggrek,157_Malltanggrek|442PC014E-LTE-MALL-TAMAN-ANGGREK|420274|8,11321,22%,-92.60798516,NOT GO -> Have Pico
157_Malltanggrek,157_Malltanggrek|442PC014E-LTE-MALL-TAMAN-ANGGREK|420274|9,3168,6%,-95.04450758,NOT GO -> Have Pico
158_Roxysquare,158_Roxysquare|442PC412E_C2|421203|11,1123,8%,-88.69723954,NOT GO -> Have Pico
158_Roxysquare,158_Roxysquare|442PC412E_C2|421203|18,1497,11%,-88.02805611,NOT GO -> Have Pico
158_Roxysquare,158_Roxysquare|442PC412E_C2|421203|24,1027,7%,-87.89678676,NOT GO -> Have Pico
158_Roxysquare,158_Roxysquare|442PC412E_C2|421203|27,901,6%,-91.73251942,NOT GO -> Have Pico
158_Roxysquare,158_Roxysquare|442PC412E_CO|420488|5,5298,38%,-84.36617592,NOT GO -> Have Pico
158_Roxysquare,158_Roxysquare|442PC412E_CO|420488|8,2385,17%,-88.06918239,NOT GO -> Have Pico
159_Snipertmnanggrekrsdncrclone,159_Snipertmnanggrekrsdncrclone|441PL466E_C2|421435|46,2356,10%,-84.26443124,NOT GO -> Have Pico
159_Snipertmnanggrekrsdncrclone,159_Snipertmnanggrekrsdncrclone|441PL466E_CO|421420|15,4203,18%,-83.27337616,NOT GO -> Have Pico
159_Snipertmnanggrekrsdncrclone,159_Snipertmnanggrekrsdncrclone|441PL466E_CO|421420|17,1992,9%,-88.2314257,NOT GO -> Have Pico
159_Snipertmnanggrekrsdncrclone,159_Snipertmnanggrekrsdncrclone|441PL466E_CO|421420|18,5504,24%,-86.88226744,NOT GO -> Have Pico
16_PASAR PERNIAGAAN,16_PASAR PERNIAGAAN|4425486E_C2|421081|16,873,18%,-83.50630011,NOT GO -> Good Coverage from Surrounding
16_PASAR PERNIAGAAN,16_PASAR PERNIAGAAN|4425486E_C2|421081|19,506,10%,-82.33992095,NOT GO -> Good Coverage from Surrounding
16_PASAR PERNIAGAAN,16_PASAR PERNIAGAAN|4425486E_C2|421081|3,830,17%,-79.13373494,NOT GO -> Good Coverage from Surrounding
16_PASAR PERNIAGAAN,16_PASAR PERNIAGAAN|4425486E_C2|421081|6,574,12%,-79.93379791,NOT GO -> Good Coverage from Surrounding
16_PASAR PERNIAGAAN,16_PASAR PERNIAGAAN|4425486E_C2|421081|9,826,17%,-81.79661017,NOT GO -> Good Coverage from Surrounding
16_PASAR PERNIAGAAN,16_PASAR PERNIAGAAN|4425486E_CO|420237|17,479,10%,-85.40709812,NOT GO -> Good Coverage from Surrounding
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|441PL286E_CO|420966|25,10411,13%,-72.52876765,NOT GO -> Have Pico
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|441PL286E_CO|420966|6,4981,6%,-69.84280265,NOT GO -> Have Pico
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|441PL286E_CO|420966|8,6928,9%,-77.06221132,NOT GO -> Have Pico
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|4424733E|421219|3,4255,5%,-90.51891892,NOT GO -> Have Pico
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|4424733E|421219|9,4591,6%,-81.70289697,NOT GO -> Have Pico
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|4424813E|420905|4,14774,18%,-73.10457561,NOT GO -> Have Pico
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|4424813E|420905|7,13176,16%,-76.48922283,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|4413416E|420118|7,1172,8%,-90.71416382,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|4424813E|420905|6,1474,10%,-93.25440977,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|4424813E|420905|9,995,7%,-96.20603015,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|442PX428 _LTE_UNIVERSITAS_TARUMANEGARA|420441|4,1624,12%,-79.32450739,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|442PX428 _LTE_UNIVERSITAS_TARUMANEGARA|420441|8,2027,14%,-82.07992107,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|442PX428E_BB|421231|23,1352,10%,-95.95414201,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|442PX428E_BB|421231|24,876,6%,-86.57305936,NOT GO -> Have Pico
161_Univtarumanegara,161_Univtarumanegara|442PX428E_BB|421231|26,820,6%,-86.36219512,NOT GO -> Have Pico
162_Univtarumanegara2Adicipta,162_Univtarumanegara2Adicipta|4413416E|420118|1,2624,8%,-90.3121189,NOT GO -> Have Pico
162_Univtarumanegara2Adicipta,162_Univtarumanegara2Adicipta|441PC979E-LTE-UNIV-TARUMANAGARA|420483|5,4995,15%,-83.12132132,NOT GO -> Have Pico
162_Univtarumanegara2Adicipta,162_Univtarumanegara2Adicipta|4424813E|420905|6,2636,8%,-83.25265554,NOT GO -> Have Pico
162_Univtarumanegara2Adicipta,162_Univtarumanegara2Adicipta|4424813E|420905|9,2925,9%,-86.22529915,NOT GO -> Have Pico
162_Univtarumanegara2Adicipta,162_Univtarumanegara2Adicipta|4425492E-LTE-GROGOL-FLYOVER|420358|18,11326,35%,-89.09897581,NOT GO -> Have Pico
162_Univtarumanegara2Adicipta,162_Univtarumanegara2Adicipta|4425492E-LTE-GROGOL-FLYOVER|420358|5,2565,8%,-83.03391813,NOT GO -> Have Pico
163_Univtrsakti1,163_Univtrsakti1|4413415E_CO|420105|4,484,10%,-90.57438017,NOT GO -> Covered by Surrounding
163_Univtrsakti1,163_Univtrsakti1|4425105E_C2|421025|16,600,12%,-95.755,NOT GO -> Covered by Surrounding
163_Univtrsakti1,163_Univtrsakti1|4425105E_C2|421025|3,286,6%,-106.8811189,NOT GO -> Covered by Surrounding
163_Univtrsakti1,163_Univtrsakti1|4425105E_C2|421025|6,541,11%,-94.09242144,NOT GO -> Covered by Surrounding
163_Univtrsakti1,163_Univtrsakti1|4425105E_C2|421025|9,1191,24%,-97.03610411,NOT GO -> Covered by Surrounding
164_Univtrsakti2,164_Univtrsakti2|4413415E_CO|420105|8,184,9%,-90.89673913,NOT GO -> Have Pico
164_Univtrsakti2,164_Univtrsakti2|441PC360E-LTE-UNIVTRIS|420349|4,471,22%,-88.03397028,NOT GO -> Have Pico
164_Univtrsakti2,164_Univtrsakti2|441PX127E_LTE_FTI_TRISAKTI|420378|4,711,34%,-83.31364276,NOT GO -> Have Pico
