rsrp-l1800-qty,rsrp-level,WKT,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
395,-105.7594937,"POLYGON ((107.231807 -6.005244, 107.232166 -6.005244, 107.232166 -6.004885, 107.231807 -6.004885, 107.231807 -6.005244))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
339,-110.2949853,"POLYGON ((107.231807 -6.005603, 107.232166 -6.005603, 107.232166 -6.005244, 107.231807 -6.005244, 107.231807 -6.005603))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
460,-109.6282609,"POLYGON ((107.231807 -6.377582, 107.232166 -6.377582, 107.232166 -6.377223, 107.231807 -6.377223, 107.231807 -6.377582))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
190,-115.2526316,"POLYGON ((107.232166 -6.313969, 107.232526 -6.313969, 107.232526 -6.313609, 107.232166 -6.313609, 107.232166 -6.313969))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
222,-112.5675676,"POLYGON ((107.232166 -6.347752, 107.232526 -6.347752, 107.232526 -6.347393, 107.232166 -6.347393, 107.232166 -6.347752))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
396,-107.2853535,"POLYGON ((107.232166 -6.507326, 107.232526 -6.507326, 107.232526 -6.506966, 107.232166 -6.506966, 107.232166 -6.507326))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
477,-108.0985325,"POLYGON ((107.232166 -6.507685, 107.232526 -6.507685, 107.232526 -6.507326, 107.232166 -6.507326, 107.232166 -6.507685))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
182,-111.1648352,"POLYGON ((107.232166 -6.512717, 107.232526 -6.512717, 107.232526 -6.512357, 107.232166 -6.512357, 107.232166 -6.512717))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
155,-109.3290323,"POLYGON ((107.232166 -6.513076, 107.232526 -6.513076, 107.232526 -6.512717, 107.232166 -6.512717, 107.232166 -6.513076))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
336,-106.4672619,"POLYGON ((107.232166 -6.515233, 107.232526 -6.515233, 107.232526 -6.514873, 107.232166 -6.514873, 107.232166 -6.515233))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
320,-110.653125,"POLYGON ((107.232526 -6.313969, 107.232885 -6.313969, 107.232885 -6.313609, 107.232526 -6.313609, 107.232526 -6.313969))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
183,-114.0163934,"POLYGON ((107.232526 -6.327985, 107.232885 -6.327985, 107.232885 -6.327626, 107.232526 -6.327626, 107.232526 -6.327985))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
383,-112.6396867,"POLYGON ((107.232526 -6.37902, 107.232885 -6.37902, 107.232885 -6.378661, 107.232526 -6.378661, 107.232526 -6.37902))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
183,-105.4153005,"POLYGON ((107.232526 -6.4031, 107.232885 -6.4031, 107.232885 -6.40274, 107.232526 -6.40274, 107.232526 -6.4031))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
484,-112.9008264,"POLYGON ((107.232526 -6.512717, 107.232885 -6.512717, 107.232885 -6.512357, 107.232526 -6.512357, 107.232526 -6.512717))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
193,-107.119171,"POLYGON ((107.232885 -6.395912, 107.233244 -6.395912, 107.233244 -6.395552, 107.232885 -6.395552, 107.232885 -6.395912))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
544,-105.0716912,"POLYGON ((107.232885 -6.400584, 107.233244 -6.400584, 107.233244 -6.400225, 107.232885 -6.400225, 107.232885 -6.400584))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
673,-107.0118871,"POLYGON ((107.232885 -6.513436, 107.233244 -6.513436, 107.233244 -6.513076, 107.232885 -6.513076, 107.232885 -6.513436))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
252,-108.4603175,"POLYGON ((107.232885 -6.513795, 107.233244 -6.513795, 107.233244 -6.513436, 107.232885 -6.513436, 107.232885 -6.513795))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
235,-105.9659574,"POLYGON ((107.233244 -6.266887, 107.233604 -6.266887, 107.233604 -6.266528, 107.233244 -6.266528, 107.233244 -6.266887))",JAWA BARAT,BEKASI,KEDUNGWARINGIN,32_16_12,30.28348232,KAB. BEKASI_kedungwaringin,kedungwaringin,KAB. BEKASI,P2,Urban
161,-112.7701863,"POLYGON ((107.233244 -6.327626, 107.233604 -6.327626, 107.233604 -6.327266, 107.233244 -6.327266, 107.233244 -6.327626))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
235,-105.6425532,"POLYGON ((107.233244 -6.362847, 107.233604 -6.362847, 107.233604 -6.362488, 107.233244 -6.362488, 107.233244 -6.362847))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
157,-111.866242,"POLYGON ((107.233244 -6.380098, 107.233604 -6.380098, 107.233604 -6.379739, 107.233244 -6.379739, 107.233244 -6.380098))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
251,-110.3784861,"POLYGON ((107.233244 -6.506966, 107.233604 -6.506966, 107.233604 -6.506607, 107.233244 -6.506607, 107.233244 -6.506966))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
177,-111.4180791,"POLYGON ((107.233244 -6.507326, 107.233604 -6.507326, 107.233604 -6.506966, 107.233244 -6.506966, 107.233244 -6.507326))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
153,-108.7581699,"POLYGON ((107.233244 -6.513436, 107.233604 -6.513436, 107.233604 -6.513076, 107.233244 -6.513076, 107.233244 -6.513436))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
362,-111.8977901,"POLYGON ((107.233604 -6.327626, 107.233963 -6.327626, 107.233963 -6.327266, 107.233604 -6.327266, 107.233604 -6.327626))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
324,-107.6820988,"POLYGON ((107.233604 -6.362128, 107.233963 -6.362128, 107.233963 -6.361769, 107.233604 -6.361769, 107.233604 -6.362128))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
201,-111.7512438,"POLYGON ((107.233604 -6.404897, 107.233963 -6.404897, 107.233963 -6.404537, 107.233604 -6.404537, 107.233604 -6.404897))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
194,-108.128866,"POLYGON ((107.233604 -6.507326, 107.233963 -6.507326, 107.233963 -6.506966, 107.233604 -6.506966, 107.233604 -6.507326))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
194,-107.8917526,"POLYGON ((107.233604 -6.51667, 107.233963 -6.51667, 107.233963 -6.516311, 107.233604 -6.516311, 107.233604 -6.51667))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
262,-109.6374046,"POLYGON ((107.233604 -6.532484, 107.233963 -6.532484, 107.233963 -6.532124, 107.233604 -6.532124, 107.233604 -6.532484))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
169,-106.1538462,"POLYGON ((107.233963 -6.174521, 107.234323 -6.174521, 107.234323 -6.174162, 107.233963 -6.174162, 107.233963 -6.174521))",JAWA BARAT,BEKASI,PEBAYURAN,32_16_13,95.3255672,KAB. BEKASI_pebayuran,pebayuran,KAB. BEKASI,P2,SubUrban
230,-108.3304348,"POLYGON ((107.233963 -6.22304, 107.234323 -6.22304, 107.234323 -6.222681, 107.233963 -6.222681, 107.233963 -6.22304))",JAWA BARAT,BEKASI,KARANG BAHAGIA,32_16_10,46.10441489,KAB. BEKASI_karang bahagia,karang bahagia,KAB. BEKASI,P2,SubUrban
276,-114.7101449,"POLYGON ((107.233963 -6.328704, 107.234323 -6.328704, 107.234323 -6.328345, 107.233963 -6.328345, 107.233963 -6.328704))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
282,-106.1524823,"POLYGON ((107.233963 -6.405256, 107.234323 -6.405256, 107.234323 -6.404897, 107.233963 -6.404897, 107.233963 -6.405256))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
248,-112.2741935,"POLYGON ((107.233963 -6.406334, 107.234323 -6.406334, 107.234323 -6.405975, 107.233963 -6.405975, 107.233963 -6.406334))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
1572,-109.6246819,"POLYGON ((107.233963 -6.509482, 107.234323 -6.509482, 107.234323 -6.509123, 107.233963 -6.509123, 107.233963 -6.509482))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
263,-105.7756654,"POLYGON ((107.234323 -6.005244, 107.234682 -6.005244, 107.234682 -6.004885, 107.234323 -6.004885, 107.234323 -6.005244))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
1815,-105.2440771,"POLYGON ((107.234323 -6.243167, 107.234682 -6.243167, 107.234682 -6.242807, 107.234323 -6.242807, 107.234323 -6.243167))",JAWA BARAT,BEKASI,KEDUNGWARINGIN,32_16_12,30.28348232,KAB. BEKASI_kedungwaringin,kedungwaringin,KAB. BEKASI,P2,Urban
152,-106.9868421,"POLYGON ((107.234323 -6.405256, 107.234682 -6.405256, 107.234682 -6.404897, 107.234323 -6.404897, 107.234323 -6.405256))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
326,-106.8404908,"POLYGON ((107.234323 -6.405975, 107.234682 -6.405975, 107.234682 -6.405616, 107.234323 -6.405616, 107.234323 -6.405975))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
206,-112.3203883,"POLYGON ((107.234323 -6.406334, 107.234682 -6.406334, 107.234682 -6.405975, 107.234323 -6.405975, 107.234323 -6.406334))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
319,-108.1034483,"POLYGON ((107.234323 -6.507326, 107.234682 -6.507326, 107.234682 -6.506966, 107.234323 -6.506966, 107.234323 -6.507326))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
274,-111.5437956,"POLYGON ((107.234323 -6.509482, 107.234682 -6.509482, 107.234682 -6.509123, 107.234323 -6.509123, 107.234323 -6.509482))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
477,-106.1194969,"POLYGON ((107.234682 -6.243167, 107.235041 -6.243167, 107.235041 -6.242807, 107.234682 -6.242807, 107.234682 -6.243167))",JAWA BARAT,BEKASI,KEDUNGWARINGIN,32_16_12,30.28348232,KAB. BEKASI_kedungwaringin,kedungwaringin,KAB. BEKASI,P2,Urban
183,-106.0327869,"POLYGON ((107.234682 -6.4031, 107.235041 -6.4031, 107.235041 -6.40274, 107.234682 -6.40274, 107.234682 -6.4031))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
182,-107.8296703,"POLYGON ((107.234682 -6.404897, 107.235041 -6.404897, 107.235041 -6.404537, 107.234682 -6.404537, 107.234682 -6.404897))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
275,-110.3709091,"POLYGON ((107.235041 -6.403819, 107.235401 -6.403819, 107.235401 -6.403459, 107.235041 -6.403459, 107.235041 -6.403819))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
151,-109.9337748,"POLYGON ((107.235041 -6.405256, 107.235401 -6.405256, 107.235401 -6.404897, 107.235041 -6.404897, 107.235041 -6.405256))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
220,-106.6909091,"POLYGON ((107.235401 -6.221603, 107.23576 -6.221603, 107.23576 -6.221243, 107.235401 -6.221243, 107.235401 -6.221603))",JAWA BARAT,BEKASI,KARANG BAHAGIA,32_16_10,46.10441489,KAB. BEKASI_karang bahagia,karang bahagia,KAB. BEKASI,P2,SubUrban
195,-105.6820513,"POLYGON ((107.235401 -6.225197, 107.23576 -6.225197, 107.23576 -6.224837, 107.235401 -6.224837, 107.235401 -6.225197))",JAWA BARAT,BEKASI,KARANG BAHAGIA,32_16_10,46.10441489,KAB. BEKASI_karang bahagia,karang bahagia,KAB. BEKASI,P2,SubUrban
211,-106.3554502,"POLYGON ((107.235401 -6.403819, 107.23576 -6.403819, 107.23576 -6.403459, 107.235401 -6.403459, 107.235401 -6.403819))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
662,-112.1163142,"POLYGON ((107.235401 -6.405256, 107.23576 -6.405256, 107.23576 -6.404897, 107.235401 -6.404897, 107.235401 -6.405256))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
398,-113.2060302,"POLYGON ((107.235401 -6.42107, 107.23576 -6.42107, 107.23576 -6.42071, 107.235401 -6.42071, 107.235401 -6.42107))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
587,-109.649063,"POLYGON ((107.235401 -6.422867, 107.23576 -6.422867, 107.23576 -6.422507, 107.235401 -6.422507, 107.235401 -6.422867))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
164,-108.2134146,"POLYGON ((107.235401 -6.519186, 107.23576 -6.519186, 107.23576 -6.518827, 107.235401 -6.518827, 107.235401 -6.519186))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
184,-108.5326087,"POLYGON ((107.235401 -6.527452, 107.23576 -6.527452, 107.23576 -6.527093, 107.235401 -6.527093, 107.235401 -6.527452))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
243,-110.218107,"POLYGON ((107.23576 -6.399865, 107.23612 -6.399865, 107.23612 -6.399506, 107.23576 -6.399506, 107.23576 -6.399865))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
193,-105.015544,"POLYGON ((107.23576 -6.400225, 107.23612 -6.400225, 107.23612 -6.399865, 107.23576 -6.399865, 107.23576 -6.400225))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
163,-112.9325153,"POLYGON ((107.23576 -6.404537, 107.23612 -6.404537, 107.23612 -6.404178, 107.23576 -6.404178, 107.23576 -6.404537))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
243,-112.3251029,"POLYGON ((107.23576 -6.405256, 107.23612 -6.405256, 107.23612 -6.404897, 107.23576 -6.404897, 107.23576 -6.405256))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
169,-105.5088757,"POLYGON ((107.23576 -6.527093, 107.23612 -6.527093, 107.23612 -6.526733, 107.23576 -6.526733, 107.23576 -6.527093))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
479,-108.8977035,"POLYGON ((107.23612 -6.242448, 107.236479 -6.242448, 107.236479 -6.242089, 107.23612 -6.242089, 107.23612 -6.242448))",JAWA BARAT,BEKASI,KEDUNGWARINGIN,32_16_12,30.28348232,KAB. BEKASI_kedungwaringin,kedungwaringin,KAB. BEKASI,P2,Urban
539,-110.4675325,"POLYGON ((107.23612 -6.403819, 107.236479 -6.403819, 107.236479 -6.403459, 107.23612 -6.403459, 107.23612 -6.403819))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
512,-109.4882813,"POLYGON ((107.23612 -6.404178, 107.236479 -6.404178, 107.236479 -6.403819, 107.23612 -6.403819, 107.23612 -6.404178))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
671,-111.5126677,"POLYGON ((107.23612 -6.404537, 107.236479 -6.404537, 107.236479 -6.404178, 107.23612 -6.404178, 107.23612 -6.404537))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
245,-116.5510204,"POLYGON ((107.23612 -6.406334, 107.236479 -6.406334, 107.236479 -6.405975, 107.23612 -6.405975, 107.23612 -6.406334))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
164,-117.6097561,"POLYGON ((107.23612 -6.406694, 107.236479 -6.406694, 107.236479 -6.406334, 107.23612 -6.406334, 107.23612 -6.406694))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
151,-112.6953642,"POLYGON ((107.23612 -6.520264, 107.236479 -6.520264, 107.236479 -6.519905, 107.23612 -6.519905, 107.23612 -6.520264))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
169,-108.6035503,"POLYGON ((107.236479 -6.404178, 107.236838 -6.404178, 107.236838 -6.403819, 107.236479 -6.403819, 107.236479 -6.404178))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
1305,-113.2183908,"POLYGON ((107.236479 -6.404537, 107.236838 -6.404537, 107.236838 -6.404178, 107.236479 -6.404178, 107.236479 -6.404537))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
310,-114.8677419,"POLYGON ((107.236479 -6.405256, 107.236838 -6.405256, 107.236838 -6.404897, 107.236479 -6.404897, 107.236479 -6.405256))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
406,-107.6256158,"POLYGON ((107.236479 -6.527093, 107.236838 -6.527093, 107.236838 -6.526733, 107.236479 -6.526733, 107.236479 -6.527093))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
199,-106.6834171,"POLYGON ((107.236838 -6.370754, 107.237198 -6.370754, 107.237198 -6.370394, 107.236838 -6.370394, 107.236838 -6.370754))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
173,-107.9537572,"POLYGON ((107.236838 -6.371113, 107.237198 -6.371113, 107.237198 -6.370754, 107.236838 -6.370754, 107.236838 -6.371113))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
319,-111.9905956,"POLYGON ((107.236838 -6.371473, 107.237198 -6.371473, 107.237198 -6.371113, 107.236838 -6.371113, 107.236838 -6.371473))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
259,-111.3050193,"POLYGON ((107.236838 -6.404897, 107.237198 -6.404897, 107.237198 -6.404537, 107.236838 -6.404537, 107.236838 -6.404897))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
208,-105.8028846,"POLYGON ((107.236838 -6.527452, 107.237198 -6.527452, 107.237198 -6.527093, 107.236838 -6.527093, 107.236838 -6.527452))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
320,-107.33125,"POLYGON ((107.237198 -6.370754, 107.237557 -6.370754, 107.237557 -6.370394, 107.237198 -6.370394, 107.237198 -6.370754))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
1477,-110.8639133,"POLYGON ((107.237198 -6.417116, 107.237557 -6.417116, 107.237557 -6.416757, 107.237198 -6.416757, 107.237198 -6.417116))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
439,-106.4077449,"POLYGON ((107.237198 -6.425023, 107.237557 -6.425023, 107.237557 -6.424664, 107.237198 -6.424664, 107.237198 -6.425023))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
388,-105.5721649,"POLYGON ((107.237557 -6.345236, 107.237917 -6.345236, 107.237917 -6.344877, 107.237557 -6.344877, 107.237557 -6.345236))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
203,-113.6650246,"POLYGON ((107.237557 -6.417116, 107.237917 -6.417116, 107.237917 -6.416757, 107.237557 -6.416757, 107.237557 -6.417116))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
1301,-110.0253651,"POLYGON ((107.237557 -6.419992, 107.237917 -6.419992, 107.237917 -6.419632, 107.237557 -6.419632, 107.237557 -6.419992))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
